"GBSid","PH","LW","FT"
2127,150,22.3,49
2721,116,13.4,61
1466,173.7,34.7,63
2000,122.34,24.96,55
1161,152.93,38.46666667,56
4141,209,23.4,74
38,142.6666,40.76666667,47
3809,169.6,18.78,60
3090,151,36.1,51
4713,159.8,33.38,60
2106,181.54,29.22,63
1484,141.8,24.68,48
3791,165.4,39.9,66
348,181.4,29.95,61
1169,136.6,25.4,70
4568,126.4,27.35,61
1666,112,16,49
6051,134,25.7,49
3186,128.4,36.6,49
2703,159.7,27.87,52
5184,169.5,22.6,62
3616,150,21.6,60
2317,160.6,37.43333333,57
4720,173.73,34.67,63
4351,179.3,38.5,73
2247,176.2,27.1,62
3584,168.4,36,74
358,142.73,34.5,61
4383,182.2,22.9,66
4807,177,38.4,61
3924,156.2,31.48,59
4222,181.4,37.1,56
3358,159.5,34.2,52
1702,165,27.7,62
2999,145.5,25.3,49
4392,166.4,30.66,57
2823,90.2,11.6,53
3674,178.4,26.7,58
1207,162.7,29.2,55
1154,138.04,31.93333333,53
3635,121,9.2,61
2995,135,25.8,46
5510,126.4,12.6,75
3538,218.8,36.7,62
2238,162.2,34.16666667,62
5226,251.8,22.1,106
2837,89.6,10,60
5274,152.02,32.87,62.5
5978,165.5555556,23.88888889,40
242,174.6,43.6,50
4181,108.4,40.15,48
2552,143.4,32,68
754,104.8,24.3,44
357,134.8,29.4,50
2462,145.2,37.4,56
3734,159.2,26.66,59
1581,134,29.7,51
3254,185,33.4,64
3883,114.4,17.5,41
5103,125.8,31.4,45
4191,104.6,30.6,38
629,152.6,22,49
3660,199.4,31.7,67
3272,185.4,31.6,50
5929,NA,NA,78
4795,146.93,25.6,59
2605,101.2,33,44
4089,150.55,32,65
691,150.6,23.6,61
3138,119,41.76,52
4434,150.2,32.31,60
5704,124.6,22.6,59
1435,150.8,37.05,71
3857,169.8,40,66
216,162,36.1,71
663,191,30,77
4580,188,39.5,73
2222,101.5,24.9,44
1103,168,27,72
4736,187.574,26.95,63
2642,113,13,70
4776,165,31.3,52
1437,202.5,35.46,71
1742,68,12.8,46
2878,82.4,15.6,50
2674,85.4,20.3,61
4951,131.6,23.87,51
2634,161,33.4,61
2084,168.52,39.6,58
418,180,28.4,62
1561,137.4,33,66
3427,167.8,31.72,64
4488,160.1,30.8,68
678,99,17.2,43
689,126.2,20.8,49
3700,190,31.1,56
5641,123.6,26.2,55
2400,154,25.2,61
2491,179.2,31.9,68
1092,165.6,29.2,59
1120,164.35,30.8,70
2868,97.2,16.6,70
751,118.1,16.8,46
3399,146.4,17.2,59
286,151.8,23.2,53
3409,130.75,34.875,41
2977,101.32,27.6,45
1132,156,39,63
1930,150.4,30.12,89
4979,105.53,26.27,68
1517,133.6,25.6,58
300,139.6,24.6,58
5660,128.8,23.9,47
2504,176.3,29.2,53
2702,155,31.6,60
3578,121.4,16,66
3023,127.2,29.2,53
2446,188.2,16.7,62
3281,163.06,20.46666667,68
2530,161,32.44,56
1582,131,29.46,51
4581,191.9,27.25,59
3591,211.8,30.3,75
573,101.9,27.8,39
3995,159.4,29.6,68
5404,107.744,17.32,59
2438,172.17,38.74,63
4717,155.2,33.5,68
4766,145.2,27.47,74
4399,170.5,43.15,76
157,162.6,19.2,59
4824,149.2,25.7,68
1114,225.2,34.62,59
4614,122.8,32.4,59
3877,126.8,16.9,49
1061,173.8,36.6,62
1110,194.4,36.88,66
5295,176.2,29.3,68
318,102.4,24.6,57
5736,153.6666667,20.13333333,63
2775,116,23.2,36
3969,150.606,34.42,61
2987,143.7,36,56
2902,128.2,26.58,59
2896,145.2,20.88,51
2338,188,39.4,61
3938,141.4912,23.54,43
185,165.8,43.2,51
3688,210.2,41.2,63
141,176.8,32.6,54
3670,135.6,23.5,55
4404,172.7,33.26,59
3997,140,27.9,59
5158,163.6,31.44,64
1360,207.6,29.2,72
5196,159.1,32.7,58
4730,177.45,31.78,62
3142,125.3,33.26,50
4701,160.8,40.3,60
3180,133.4,32.3,47
2270,200,37,59
2126,159.56,26.82,53
2032,158,34.4,54
5277,151.8,37.7,60
4806,144.2,17.87,60
2125,149.58,35.12,58
343,174,29.6,49
699,115.4,25.7,61
375,150.4,30.2,61
6042,178.4,16.55,52
3274,207.4,31,68
778,114.9,30.9,48
1411,145.6,23.2,48
3017,208.2,19,59
2255,183.8,42.6,69
434,158.4,31.2,63
1065,154.4,36.02,65
4731,190.13,26.45,68
1583,158,27.34,58
215,162.6,29.6,53
1998,147,29.4,73
4693,181.05,29.3,56
2130,144.2,21.04,53
2743,122,11.5,61
3018,130.2,24.5,46
4164,161.4,22.5,80
3392,123.4,13.86,44
5916,71.83333,19.66667,49
4252,90,32.6,79
127,150.4,32.7,66
1086,164.6,26.5,66
2610,127.8,26.6,47
1242,175.8,35,65
3751,138.4,26.8,61
1685,100,15.8,46
2688,127.8,24.26,55
2300,184.6,28,64
1667,128,12.8,NA
4710,147.8,20.5,79
2276,164.488,29.8,71
1940,216.8,21,71
1202,112.4,20.9,62
51,98.5,20.3,65
2466,170,37.5,58
1507,129,37,50
3668,135,30.2,61
4624,157.4,31.8,64
4171,164,25.8,57
1059,178.6,27.1,53
1191,140.1,21.8,67
2488,151.96,30.66315789,67
1019,174.2,27.3,70
2712,143,25.8,58
3621,199,16.7,67
4220,216,28.8,83
1098,167.3,21.3,59
4370,170.9,30.24,62
1571,135,23,60
146,149.2,35.6,52
5247,188.8,32.7,57
1040,210.6,33.66,62
2075,180.82,33.94,65
5276,153.4,29,63
4154,141.4,11.6,43
1069,213.59,24.57,56
3010,119.4,19.72,37
3855,179.2,39.8,72
5156,106.4,29.8,63
5298,171.4,35.3,60
1728,91,14.8,49
294,135.4,22.6,47
4268,186.6,34.2,60
795,172.2,20.8,74
1803,105.6,21.6,89
1341,146,21.4,63
4174,125.1,9.48,51
5329,171.175,25.3,94
1949,158,20.5,51
536,217.2,32,69
3402,158.6,27,45
112,248.2,31.3,66
2467,169.8,30,58
384,80.8,25,40
2054,175.26,23.06,65
4246,154,29.6,72
4665,156.688,38.5,57
2675,178,30.1,53
6025,190.1,22.49,49
2667,80,11.9,66
3657,206.4,35.26,67
3276,293.8,30.8,65
1756,116.8,46.6,47
506,226.8,33.7,63
633,114.4,21.2,48
412,157.6,28.7,57
1883,209.2,23.6,67
1213,136.2,24.5,103
3185,127.2,41.62,50
4666,133.53,20.9,67
1206,169.5,25.6,64
4562,107.9,19.8,64
648,122.6,23.3,51
5353,115.1,18.75,61
4446,156.958,40.56,63
1692,161,24.4,72
565,110.4,31.7,40
5308,197.3,26.6,94
3423,117.2,19.8,56
1676,162,19,63
1470,159.8,32.74,48
4819,150.4,33.6,60
826,167.4,20.8,65
1869,200,26.6,61
4382,164.5,31.4,79
1139,148,24.8,61
1119,169.6,34.7,61
5926,140.3,21.9,51
4491,158.7,22.8,61
227,161.8,27.8,55
658,139.9,22.4,53
4240,115.6,12.5,46
2570,184.5,32.84,68
76,123.3,31.8,65
1948,166,21,48
2638,143,10.4,61
2871,97.6,16.8,70
4830,165.8,26.8,68
3368,129.1,18.08,48
4059,193.6,25.4,70
4783,138.6,32.67,76
4499,176,33.5,59
4846,168.304,25.4,67
4121,173.6,26.4,60
5275,152.9,33.5,60
4359,190.7,21.5,59
2088,213,28.4,61
3286,215.4,29.6,55
3572,164,22.76,64
58,198,27.7,62
3178,146.2,35.7,50
3227,140.2,38.3,47
2035,168.56,29,60
1406,164.8,33,66
2883,87.3,11,98
3769,142.8,36.7,65
2102,158.6,21.7,58
5472,94,31.44,35
4553,148.834,30.2,63
552,131,27.8,63
1743,89,17.1,68
1197,104.92,15.46,48
1896,164,23,46
584,128,34.3,45
3296,180.8,16.25641026,53
823,126.4,15.8,65
1394,105.4,20,60
485,148.9,27.6,66
3150,115.8,44.62,51
4206,130.3,12.8,62
2065,124.9,24.6,60
4775,138,28.6,60
1237,179.5,24.2,68
3424,92.4,17.9,61
4570,178,22,79
1395,105.8,20,46
1342,224.8,25.8,61
2051,116.2,18.9,63
752,125.9,19.5,53
4794,134.392,24.4,62
176,131.4,33.6,53
4001,133.6,17.6,75
3339,176.7,26.86,59
4061,191.67,28.29,71
3289,178.89,37.65,50
3084,151.4,35.1,60
2458,158,29.1,60
4310,178.5,34.7,58
654,134.5,23.4,53
4674,162.8,31.4,60
3686,210.6,37.6,62
2503,169.7,30.7,60
317,161.53,30.83333333,45
4116,185.3,29.9,79
1170,141.8,37.25,56
3775,149,27.2,71
5268,150.5,30.2,65
2919,109.4,24.8,61
3844,132,30.2,53
580,143.8,30,47
617,163.6,18.5,58
4706,199.2,30,59
2560,164.6,31,71
2034,178.62,38.08,60
3384,154.2,31,50
625,148,18.8,50
1331,153.3,23.2,70
1467,153.8,25.6,59
4106,199.5,21.8,80
4135,133.2,33.3,55
1488,129.2,31.2,56
5729,129.2,16.46666667,60
1618,123,17,NA
3898,117,17.9,42
1080,145.39,29.93157895,68
54,123.2,30.1,60
5480,154.4,34.22,32
4607,159.992,21.12,60
2403,175,22,66
1455,165.71,38.95,68
1993,153.3,26.7,61
4843,159.6,33.7,59
1283,135.8,19.28,60
2240,161,29,63
3308,216.4,28.2,60
3927,155.86,29.17333333,63
5173,126,30.3,61
5368,134.3,30.75,74
5162,124.8,17.4,53
1434,200.72,33.64,77
5661,189.6,27.8,78
4259,122.2,17.67,63
5437,138.6875,30.32,27
4650,113.2,24.5,70
3426,179.4,30.36,61
1004,149.3,31.8,59
272,185.6,35.8,53
114,166.4,26.6,63
503,160,26.1,59
2008,178.6,28.4,69
4152,113.3,10.4,43
3333,162.06,24.82,63
1850,99.5,32.11,30
2325,169.4,31.54,70
2544,109.8,15,43
5923,153,28.9,58
4478,119.2,33.6,64
554,137.8,24.6,85
5993,107.6,21.54,28
1724,163.33,32.83,55
1760,123,30.6,71
2046,167.12,31.06,58
1474,114.6,34.2,38
5575,164.4,28.5,72
2069,126.2,40.82,63
95,113,29.4,65
3431,149,30.8,61
2952,123.95,36.35,48
126,232.4,35,69
417,168,28.7,59
1834,174.2,31.9,49
3642,155.7,35.65,73
4070,150.38,24.93,63
2825,97,18.6,60
5580,189.3,32.7,83
1398,118,12.8,54
5081,149.2,23.8,63
2048,188.86,35.88,64
4218,159.4,34.2,65
2971,124.6,32.95,48
4049,223.9,24.7,69
3088,150.7,37.02,46
2337,165.83,36.81,66
2241,147.5,31.4,61
2388,135.4,22.4,68
1819,158.8,26,47
2789,110.4,20.56,67
775,126.9,23.2,50
2319,162.7,31.3,62
5070,166.5,30.1,73
2066,131.5,23.1,67
2074,181.54,33.08,68
3936,119.4,22.1,46
3447,246.4,29.8,65
4361,168.1,34.3,57
2870,195.3,30.8,59
5423,137.45,30.58,27
1099,189,31.7,61
774,142.8,21.6,60
5220,177.5,35.6,73
1087,121.18,29.77,50
750,116.2,17,46
4330,243.33,32.87,55
4375,145.534,24.5,57
1577,114.6,27,51
4753,213.9,37.75,79
5270,160,31.4,59
3850,140.4,21.7,60
1528,118.2,32.3,51
2619,86.9,21.1,34
151,167.8,28.6,58
18,198.8,22.2,67
2946,141.6,29.8,55
1148,120.9,23.9,62
743,174.2,42,53
786,171,29.2,105
1741,183,24.6,67
329,121.2,24.3,52
2494,121.7,24.6,NA
2147,177,31.2,68
2282,158.2,17.6,58
3950,134.6,24.8,59
3007,175,43.125,54
2001,149.6,21.8,59
4155,140.4,14.4,49
1486,137.8,44.2,61
497,175.8,29.9,60
3874,102.89,31.47333333,38
1113,175,36.66,56
3601,164,20,70
599,206,28.32,58
388,140,24.2,50
1491,157.6,30.2,50
265,210,37.2,53
2612,104.2,35.4,NA
4525,186.4,28.8,66
4376,165.7,30.6,56
1446,142.06,36.15,76
4862,143.3,25.6,68
602,140,42,70
2107,154.8,26.9,72
3582,156.1,34.9,70
1694,144,12.5483871,71
3772,177,40,59
2772,119,23.2,60
100,224,26.2,52
2561,161.2,34.6,60
2985,133.2,29.6,53
4672,158.2,29.4,57
3606,203.6,37.4,77
3321,158,22.74,54
820,124.4,16.4,85
1761,101,14.4,68
5585,137,31.5,30
5629,115.8,27.4,70
2033,162.4,32.9,54
5337,157.4,24.8,84
6049,157.1,21.15,51
189,152.2,32.1,56
138,149.5,21,60
4845,157.6,31.5,63
5659,160.8,26.6,80
4492,177.902,35.39,59
1779,100,18.4,51
98,217.8,33.2,67
686,88.3,16,38
1911,154,16,49
792,145.7,16.3,55
3098,133.6,38.4,49
5914,119.9,23.9,64
5302,184.7,31.75,77
4772,164.33,29.07,78
4342,178.7,24.6,65
2914,105.2,14.9,50
1239,167.7,27,85
5401,149,28.1,69
423,164.3,27.3,60
2768,89.6,18.9,73
2692,158.52,24.2,63
4712,116.3,37.3,64
4627,154.2,28.6,67
4678,189.8,28.5,64
1740,122,47,45
2387,95,13.3,60
2607,115.2,36.7,46
1606,136.4,27.8,50
3996,171,30.8,67
4534,148,23.5,65
5300,149.1,29.79,61
5713,144,14.6,57
714,145.9,22.4,57
2449,158,23.3,68
3615,148,19.4,63
2086,191.7,28,60
1636,137.2,28.5,48
2546,116.4,25.3,52
5936,167.6,19.9,59
2904,121.8,24.08,46
311,126.2,30.8,48
179,158.2,40,54
2520,153.8,36.3,59
2891,136.2,20.7,52
770,130.3,20.8,48
1550,129,17.3,62
117,177.6,39.08,59
2114,153.8,19.6,62
3894,153.74,30.2,58
3319,143.52,27.08,61
3191,137.2,29.6,51
5106,146.4,20.9,73
2581,188.6,31.56,61
1727,84,13.8,46
2935,111.6,23.6,73
1074,197.7,30.2,62
1746,195,37.2,46
4860,160,28.3,62
3116,117,22.3,43
1718,169,25.2,64
1071,207,28.54,60
1322,146.4,24.4,57
4470,137.67,31.97,54
2720,140.6,20.2,54
3364,146.2,23.2,52
419,180.4,33.4,60
3890,105,18.6,66
5075,217.4,30,78
622,129.6,20,51
3852,154,35.8,63
493,170.6,32.7,62
3931,129,24.6,81
2103,152.88,19.98,87
4242,119,21.6,68
6041,81.73,9.12,96
3662,220.5,36.3,66
2251,179.8,35.5,56
3313,187.8,28.2,62
1210,126.5,27,77
1730,105,18.8,59
1421,217.2,30,74
2687,173.4,33.2,50
1343,208.6,29.88,74
3575,183.6,33.7,74
440,131,18.7,56
2951,137.2,34.3,47
3887,125.8,25,50
727,132.7,19.7,66
4314,178.3,35.13,55
1352,276.4,22.5,83
1736,89,16,46
2762,141,27,59
3715,175.8,22.5,57
113,127.4,39.2,65
649,118.9,22.5,42
5332,166.4,26.25,89
3359,174.4,12.8,52
3773,201,34.6,62
4758,129.8,25.27,64
2912,107,15.6,47
5758,171.6666667,26.26666667,62
647,121.2,22.3,51
4440,178.32,25,60
1533,134.4,28.9,51
5342,159.5,26.8,64
3805,169.8,24.4,66
1311,174.2,28.9,69
1366,150,29.4,66
2396,149,20,67
468,166.2,34.31333333,68
5689,169.3333333,23.53333333,61
1668,126,22.2,59
956,133.3,31.1,54
753,118.4,22.6,55
305,117.6,30.17647059,53
1824,171.4,22.2,42
2283,165,23.5,64
2549,105.5,24.1,79
2262,166.3,29.76470588,56
1091,198.4,31.58,63
2601,100,36.5,45
4074,172.8,36.35,86
4540,144.07,34.63,73
3220,120.3,37.5,45
1396,93.1,24,60
1212,125.9,25.5,53
5382,178.41,31.45,67
4890,139.13,22.71,66
5037,126.4,22.67,73
389,152.5,21.1,45
800,115,20.9,58
2516,150,32.4,69
776,166.2,35.2,51
2852,111.4,15.4,65
3351,106.3,30,50
3866,154.7,30.8,53
3184,115.2,35.8,47
3845,163,29.2,65
2794,97,15,60
5477,119.7,33.59,52
14,152.8,29.27,59
639,169,18.4,39
4411,190.2,22.7,60
1057,164,31.6,60
2242,182,36.46,67
2750,110,13.4,43
4144,145.2,27.6,50
2947,110.6,35.15,53
4863,152.5,25.5,55
5653,184.8,22,52
3711,179.2,31.55,71
3720,183.22,27.46,70
619,143.6,27.4,55
3239,169.8,14.41441441,57
2043,177.94,35.66,59
1782,93,15.6,48
570,109,29.6,35
2556,109.6,20.3,59
4569,165.6,20.3,65
4747,188.93,30,80
399,161,21.8,56
2754,100,14.9,29
5418,88.38,36.92,37
3492,199.65,25.7,64
2443,115.5333333,31.4,61
575,144,22.1,39
2677,150.4,19.6,67
180,167,34.4,60
2389,139.84,19.8,64
4063,144.6,34.05,87
1427,178,27.9,70
1512,138.4,32.24,50
4685,160.06,35.62,64
2273,190,31.46,56
3463,135,11.5,64
5171,128.4,34.32,58
1339,125,13.5,64
5950,96.2,20.8,46
1711,162.4,29.4,55
1801,137.8,28.4,43
1256,59.6,15,71
2099,124.2,23.2,61
5228,160.1,33.7,71
3695,162.6,31.7,61
2109,160.6,24.4,54
6021,197,23.66666667,52
3963,127.8,24.9,56
3895,154.5,33.3,63
2115,133,26.4,59
1179,173,19.5,67
2149,134,30.5,55
2161,133.4,34.93333333,59
5451,124,18.5,27
3357,129.64,20.78,49
501,184.6,35.1,67
354,106.2,31.6,53
4474,187.4,26,58
1221,151.8,24.6,71
2071,196.3,32.04,59
2169,140,21.4,56
2457,164.4,31.5,57
1387,173.47,23.47,52
4350,177.8,26.37,64
2316,140.8,31.8,66
5306,149.6,19.6,60
1178,136.3,17.3,60
2661,88,12.4,59
3085,125,35.7,63
164,120.8,26,56
3727,141.5,26.4,60
3258,160.4,24.6,52
4258,144.2,34.7,58
3919,134.2,30.2,61
1478,139,32.5,55
3343,127.86,17.04,52
362,186.9,32.2,61
4991,170.07,30,58
2315,165.8,26.7,56
1459,179.6,30.78947368,79
5122,125,27.68,70
4398,202.1,18.7,63
5435,118.6,39.6,41
1337,149.4,34,64
2028,127.8,21.9,50
4948,125.3,14,70
3708,166.6,28.3,64
2439,172,21,86
5445,174.9,37.01,34
3177,152.8,37.14,57
4421,215.1,42.65,84
5023,132.67,20.87,50
97,214.5,29.6,61
5154,158,34.6,68
3786,167,23.1,59
5467,112.4,29.2,59
5011,126.13,21.13,59
3732,176.4,28.66,63
1189,107.2,17.6,71
4098,173,20.6,66
4679,198.6,28.95,67
3653,175.1,33.6,77
995,198.8,29.6,55
593,121.2,26.06,44
4243,185.4,34.2,75
2742,109.1,30.2,40
3204,144.8,36.68,46
209,148.2,31.4,53
3080,143.3,41,61
3851,219,30.14,62
769,74.2,14.6,26
491,219.2,38.2,65
466,178.2,32.7,63
4827,155.9,33.3,56
3763,163,19.7,56
4905,126.53,29.2,53
66,194.6,28.2,63
5992,143.5,28.78333333,51
3344,121.2,19.68,49
261,188,40.6,54
2141,117.2,28.2,47
2658,126.8,16.37837838,35
3213,130.6,41.2,49
1861,168.4,28.5,61
4269,110.4,27.6,60
5481,136.1,33.52,40
1340,204.4,31.46,56
5355,117.5,21.2,59
1365,152.4,36.54375,75
3037,118.8,36.5,64
6007,151.3,29.88,48
2495,197.35,30.95,66
5272,167,33.8,65
1051,189.4,34.7,60
4594,160.6,30,62
2678,121.8,19,58
3879,125.2,20.2,50
4630,159.6,30.8,61
2383,162,8.2,62
4546,251.74,25.17,85
3703,168.6,28.7,68
583,140,34.5,46
716,129,22.7,30
810,193.4,22,64
5202,168,25.57,61
3416,176,25.04,59
6053,131.5,24.75,51
2044,205.6,32.66,71
1630,133,23.2,50
351,158,32.8,55
330,134,31,61
5706,155.4,24.6,107
3067,138,39.5,58
5003,115.6,24.2,69
5622,129.6666667,19.86666667,63
4497,151.9,25,57
4428,159.8589,28.83,65
3413,156.8,27.6,65
3389,105.02,16.82,52
1240,143,25,90
303,142,28.6,62
557,113.8,30,40
3740,159,24.68,47
5160,175,34.8,74
5175,129.4,27.72,62
224,147.8,21.8,60
851,155.2,28.6,66
233,141.6,28.5,69
2637,129,14.5,70
5464,111.9,19.72,37
5069,187.5,30.5,78
5290,160,28,65
1973,133,22.8,63
5140,155,32.2,58
502,216.8,30.6,62
3923,212.2,26.78,59
342,123.4,23,48
3284,172.4,29.2,57
1681,181,29.8,54
2562,170.7,35.2,68
2844,114.4,17.8,68
2655,172,16.2,87
2850,110.4,18,60
4369,139.25,14.5,69
1309,178.6,23.3,67
3706,125.6,25.2,65
5466,126.4,33.41,44
107,207.6,32.3,65
4107,215.7,21.5,80
487,273.4,26.2,65
4722,180,41.3,52
4339,249.57,35.27,56
1800,126.6,20.2,42
5111,143.4,18.3,73
1010,153.2,36.6,63
4425,155.8,30.22,70
1661,118.2,15.4,69
4836,157,28.7,60
636,159,21.3,46
2726,119,23.7,86
2567,201.4,43.54,68
4333,232,35.47,68
2848,99.8,12.6,69
5754,175,23.2,105
1338,141,30.4,60
71,198.4,30.1,61
2854,141.4,31.12,32
2399,200.4,34.6,53
616,119.6,16.5,45
4412,125.1,17.2,67
2822,90,19,67
665,95.6,14.8,14
1357,180,23.2,78
4387,198,20.6,63
3370,123.96,12.06,51
2398,141.2,21,65
4567,134.4,13.5,69
3613,157.2,36.8,61
3048,133.4,31.2,62
3704,175.6,29,64
1924,168,20.06,64
2314,160.25,29.2,66
4007,101,17.8,48
1775,117,22.6,61
1600,127.8,38.9,55
2252,197,28.3,64
1423,146.733,33.26666667,49
2453,196,40.4,77
