"GBSid","PH","LW","FT"
2018,159.8,21.36,65
3179,156.4,36.4,48
1776,91,18.6,51
5918,NA,NA,42
2529,189,38.1,62
1475,165.4,27.44,58
5426,95.03,32.63,27
1547,116.4,20.2,58
1514,129.6,24.38,38
835,127.3,29.1,55
3212,131,35.4,44
4074,172.8,36.35,86
3325,160,21.6,55
3657,206.4,35.26,67
54,123.2,30.1,60
3879,125.2,20.2,50
1170,141.8,37.25,56
163,141.1,26.7,59
101,207.8,26.8,62
2792,100,15.4,65
2327,162.25,32.1,69
1185,117.7,13.5,58
5577,148.8,25.8,77
2640,121,12.1,61
3793,188,35.9,59
4815,170.4,24.4,61
58,198,27.7,62
5148,101.7,12.6,53
4832,184.64,32.7,65
5928,123,26.9,59
5177,102,19,57
3878,131.4,18.6,50
1147,165,32.94,65
4472,134.8,37,66
4904,147.6,28.6,72
3972,182,32.6,68
1297,166,29.78,71
2642,113,13,70
4973,158.33,24.27,68
2570,184.5,32.84,68
6040,132.5,18.95,34
5325,136.824,21.595,44
2747,120,24,63
3924,156.2,31.48,59
1681,181,29.8,54
3628,132,10.3,62
2489,186.8,34.4,65
3444,145,8.5,60
1580,142.4,33.4,53
4445,123.9,36.85,64
4982,165.47,26.27,79
4308,165.741,32.75,58
4829,165,30.4,57
4228,168.8,33.8,67
441,162,22.7,66
4320,186.055,34.76,63
1318,177.4,34.3,60
228,180.4,31.2,49
3335,154.88,30.86,70
1182,151,23,78
175,182.8,33.4,63
4543,204.02,21.9,85
5950,96.2,20.8,46
532,166.6,27.6,58
2050,132.2,27.3,61
3360,190.2,26.7,49
2882,85.4,18,77
464,169.8,38.58,57
3683,183.6,35.8,63
4841,145.6,29.6,59
1724,163.33,32.83,55
1892,149.4,30.8,48
5940,186.1,26.5,64
1875,191,27,56
3880,126.8,16,49
407,217,22.96,58
4386,153,24.9,56
1999,162,28.2,69
6025,190.1,22.49,49
4597,180.9,28.9,62
4744,193.2,30.7,68
5602,155.5,28.3,68
5653,184.8,22,52
4665,156.688,38.5,57
6053,131.5,24.75,51
393,102.6,29.8,54
5305,148.9,24.1,59
2721,116,13.4,61
1443,145.6,32.25,55
2435,166.85,33.3,71
3820,163.4,26.2,66
4539,149.8,30.7,62
706,105,15.6,42
713,130.8,17.7,62
4390,194.2,28.8,74
4070,150.38,24.93,63
1068,211.2,34.86,60
3201,162.2,35.7,51
3755,176.2,25.8,65
4170,116.2,31.3,49
96,143.9,26,64
4245,145.2,36.4,48
2722,110,17.7,64
3867,155,31.86,60
537,163.2,20.7,53
5378,142.4,31.6,64
2707,113.86,24.86,53
2312,179.2,29.12,60
2730,142,10.9,58
2238,162.2,34.16666667,62
5112,155,29.1,45
4830,165.8,26.8,68
4183,169.792,35.8,65
1738,103,25.23,42
300,139.6,24.6,58
2559,136.2,27.7,70
5476,104.8,33.87,38
2681,156.2,32.36,85
2957,130.7,16.44,46
490,246.6,31.1,63
1323,165.61,34.32,74
2301,178.4,25.24,70
1734,90,19.4,51
666,106.5,23.9,39
3259,128.8,36.2,55
547,136.2,26.9,89
143,125.8,24,67
272,185.6,35.8,53
4425,155.8,30.22,70
234,151.8,33,45
2582,151.2,34.8,59
1039,168.3,30,49
657,154.6,26.7,58
6038,151,23,46
1042,187,37.76,62
1507,129,37,50
3306,181,31.4,56
3737,168,26,56
5680,72.86666667,13.86666667,60
2057,147.7,21.5,63
5970,127.1,20.18,33
4455,175.3,36.2,68
43,176.8,35.5,62
3055,117.2,26.1,68
2723,122,13.7,71
1223,136.5,24.4,103
1421,217.2,30,74
2282,158.2,17.6,58
3163,125,33.28,48
73,174.8,33.7,57
3845,163,29.2,65
2788,100,12.1,73
3346,132.2,24.7,51
2454,214.6,38.3,79
3828,172.6,25.06,58
473,167,23,73
5696,126.4,18.8,57
2771,115.6,17.9,65
4805,137.47,19.67,67
1289,178.2,25.98,53
1933,182.4,18.1,60
3172,143.4,36.94,50
3718,178.8,23,66
4172,124.3,16.3,67
5640,86.4,19.2,51
2321,178.6,26.3,59
2241,147.5,31.4,61
2801,127,20.2,77
2754,100,14.9,29
2791,121,23,57
3125,117.9,41.8,51
754,104.8,24.3,44
4249,147.3,33,90
1877,199,27.4,64
3920,146,32,61
4337,170.4,36.2,55
6006,155.8,33.26,47
3332,141.78,23.4,67
1657,156.6,21.82,55
3586,185.2,32.4,56
1708,177.2,41.2,52
700,102.8,19.6,46
1784,90,14.8,47
2655,172,16.2,87
2368,169.28,30.21,69
2370,144.4,28.4,55
3337,134.58,24.5,56
5963,184.7,29.24,43
5272,167,33.8,65
153,142,20.1,66
2377,117,15.8,68
4321,192.7,35.64,60
2547,118.8,16.6,59
4565,156.8,28.2,65
5263,122.5,16.6,48
1447,158.26,28.7,68
335,120.6,22.8,54
5382,178.41,31.45,67
456,190.25,34.45,77
2689,119.36,24.62,47
3782,184.4,29.6,59
409,151.2,26.34,59
2977,101.32,27.6,45
3146,119.6,35.3,47
237,175,40.4,54
2481,170.6,35.3,59
1876,197.8,28.4,59
4868,165.3,28.2,55
5553,93.1,19.4,81
2506,166,32,68
2495,197.35,30.95,66
3124,146.2,34.12,47
3904,135.58,18.1,50
3056,128.9,40.3,63
193,128,21.2,62
5244,197.8,27.8,58
622,129.6,20,51
1574,150.2,25.22,55
5445,174.9,37.01,34
4240,115.6,12.5,46
3664,169.4,34,63
5542,172.9,28.2,77
4646,110.7,25.8,75
2888,115,21.28,56
4772,164.33,29.07,78
4570,178,22,79
5345,127.465,21.3,49
2518,175,20.54,57
5292,152,6.5,60
3605,108.4,33.2,45
4661,180,29,66
425,155.2,29.6,60
3261,185.2,27.8,56
1177,152.46,33.33333333,61
4069,168.2,37.3,71
2821,114.8,19.2,57
2443,115.5333333,31.4,61
2109,160.6,24.4,54
115,207,39.5,63
2087,191.94,41.8,58
2046,167.12,31.06,58
4716,171.2,30,59
5338,212.9,25.7,75
499,156.2,29.3,65
4754,175.7,27.2,69
2818,141.4,17.6,67
2826,98.4,18.8,60
5650,86.6,10.4,51
266,160.4,26.2,67
4106,199.5,21.8,80
2123,91.2,29,47
4342,178.7,24.6,65
4980,128.27,25.23,77
4660,150,30,NA
469,179.4,33.25333333,71
1175,178,34.63333333,64
401,98.75,26.5,41
5228,160.1,33.7,71
2622,105.4,34.8,50
1950,195.6,18.4,74
2033,162.4,32.9,54
788,174.1,21.6,59
1189,107.2,17.6,71
313,152.6,34.2,54
4438,115.1,24.4,63
3118,163.6,38.56,50
2797,101,25.4,59
1813,149.4,17.6,39
5909,117.9,22.2,64
1579,110.8,27.26,49
2606,76.2,20.3,36
475,177,23.84,60
5047,130.47,19.67,63
1026,202.6,40,66
3191,137.2,29.6,51
2090,127.9,31.86,52
1883,209.2,23.6,67
3110,138,30.5,50
701,106.8,20,46
3694,199.4,31.3,56
3854,154.6,36.4,63
5722,135.6666667,21.26666667,57
1980,124.4,12.7,48
62,146.8,35.4,66
4215,93.2,25.5,50
5380,170,27.7,60
603,109,17.4,51
1859,145.6,41.68,60
3371,125.96,16.48,46
805,164.2,20.8,63
3240,204.4,33.6,53
1407,139.6,25.8,74
4905,126.53,29.2,53
1981,181.66,17.20571429,54
5105,157,39.3,49
1409,156.2,32.6,58
791,170.8,22,62
3407,126.48,20.06,57
