"GBSid","PH","LW","FT"
3745,199.6,33.8,62
2036,158.44,25.44,50
3062,193,30.96,59
4,136,32.2,62
3340,146.34,14.28,55
3274,207.4,31,68
4217,87.8,34.4,87
5704,124.6,22.6,59
2682,91.6,13.3,67
5086,235.888,29,78
2563,203,34.4,87
2512,193.1,34.8,73
790,127.3,23,62
1298,144,29.88,72
2703,159.7,27.87,52
1044,155.6,29,61
1499,148.4,35.6,48
4376,165.7,30.6,56
4750,146.2,30.3,50
5294,171.8,36.1,63
2541,101.2,19.6,49
3128,149.4,33,42
97,214.5,29.6,61
2925,113,28.8,87
182,112.2,23.4,60
1091,198.4,31.58,63
1797,176.8,36.4,50
4205,116.4,31.6,69
517,190,35,85
567,142.4,17.7,37
2701,169,27,64
2113,169.22,14.07878788,61
3743,170,28.3,56
1617,145.6,32.5,62
1397,135.3,25.7,80
4345,203.4,40.15,65
1043,168.8,34.28,65
405,145.4,16.45,57
3005,131.36,24.5,48
4165,140.3,18.1,57
3735,156.2,28.44,59
5952,NA,NA,NA
4117,160.6,31.7,59
219,167.5,14.10526316,62
3667,136,19.6,60
2910,97.8,19.4,47
2159,132.266,37.66666667,60
4560,171.04,30.2,64
3338,155.36,18.82,59
2332,179.6,26.82,74
2797,101,25.4,59
3162,127.8,39.92,46
2650,150,34.6,78
5415,139.3,36.9,34
5728,127.6,19.86666667,60
1706,120,13.2,58
4795,146.93,25.6,59
1997,148.8,32.8,71
232,178.6,31.3,58
392,140.5,22.3,37
5633,110.4,13.2,43
63,197.2,22.36,61
5603,160.4,33.6,60
2298,173.4,20.7,56
5996,168.62,25.48,52
1775,117,22.6,61
4626,171.6,28.6,59
1675,170.8,32.6,46
3855,179.2,39.8,72
4936,132,24.47,61
1481,136,26.52,48
3767,172,28.8,60
1012,183,32.2,55
3047,151.36,24.08,61
5223,170,28.3,65
3676,162,29.5,75
5760,120.6666667,24.26666667,60
635,148.7,20,47
3214,135.4,35,45
4467,153,42.45,70
1974,148.04,31.56,60
4807,177,38.4,61
1048,171.4,37.6,64
2027,123.4,24.5,68
2987,143.7,36,56
1283,135.8,19.28,60
2066,131.5,23.1,67
688,81.1,18.2,26
1742,68,12.8,46
122,192,23.6,60
4321,192.7,35.64,60
2292,169.1,32.6,68
3758,180,31.6,71
2573,183,34.9,69
303,142,28.6,62
1279,174.61,32.17,72
5171,128.4,34.32,58
2544,109.8,15,43
201,154.2,38.9,57
2660,88,12.4,59
786,171,29.2,105
1011,161.2,35.4,67
2799,102,17.4,65
671,114.8,20.2,41
4324,180.5,32,62
4120,145,13.6,59
2163,159.466,37.76666667,58
2430,115,17.2,68
2575,228.2,33.26,78
5246,160.6,29.1,68
4724,148.7,30,50
5512,126.75,24,87
4835,140,35.7,63
5591,110.9,23.7,27
4684,167.4,28.19,59
1999,162,28.2,69
3337,134.58,24.5,56
3282,143.2,27.8,55
5981,157.1,20.05,41
5464,111.9,19.72,37
3618,169.53,34,63
2003,137.66,11.64,61
4578,208.8,34.73,74
1500,116.4,22.7,31
2695,154.6,23.9,55
680,107,25.1,43
5417,125,26,45
2903,141.8,25.1,49
3641,192.8,31,77
3113,136,37.24,49
4631,115,27.8,75
1853,137.9,32.65,58
5992,143.5,28.78333333,51
2577,135.4,31,59
2962,133.3,31,57
3410,138.4,27.8,59
3671,160,21,56
222,157.2,23.4,60
3192,179.6,26.8,46
1851,148,33.6,63
1356,201.8,33.14,65
5460,99.68,20.56,27
385,104.5,30.4,45
276,161.6,33,50
4050,229.6,26.35,68
1291,163,19.86,62
3818,158.6,24.44,63
3240,204.4,33.6,53
1652,124,22.6,59
2068,159.52,43.28,63
5340,134.205,18.5,64
3229,102.4,32.2,48
163,141.1,26.7,59
5953,132.5,21.4,48
4779,181.7,33.1,60
2751,116,19.8,59
5111,143.4,18.3,73
3001,171,26.4,57
4730,177.45,31.78,62
4360,169,16.2,65
3695,162.6,31.7,61
5611,130.4,22.6,61
157,162.6,19.2,59
1005,221.3,25.3,74
3829,166.4,30.62,61
2258,176.4,24.2,60
4339,249.57,35.27,56
1352,276.4,22.5,83
3850,140.4,21.7,60
5757,216.6666667,25.33333333,60
2870,195.3,30.8,59
3569,146.4,31.7,61
3166,147,34.24,50
5457,141.6,34.65,34
4340,166.2,24.4,68
606,122.6,23.6,49
4114,188.4,21,72
4793,138.7,27.1,51
4382,164.5,31.4,79
24,98,21.6,45
3859,157.8,19.5,101
4282,169.1,35.7,64
1059,178.6,27.1,53
3937,120.5,28.8,46
4434,150.2,32.31,60
3466,177,29.2,52
2775,116,23.2,36
3817,140.2,24.22,56
5348,141.7,18.9,43
2838,82.6,19.2,60
263,168.4,26.7,62
408,163.3,36.15,52
529,175.56,21.34,79
4406,146.6,29.24,62
2976,90.51,32.01,42
3449,156,27.38,52
2678,121.8,19,58
1006,133.3407373,33.22693407,58
2319,162.7,31.3,62
5449,120.5,39.28,27
1556,100.2,18.56,44
5277,151.8,37.7,60
5155,113.8,27.04,45
2742,109.1,30.2,40
1528,118.2,32.3,51
2348,141.6,19.26,64
1744,90,16.8,59
2062,157.78,29.06,58
4146,153.2,32.6,56
4177,111.6,39.35,48
3853,132,28.1,61
4819,150.4,33.6,60
3699,179.4,39.1,61
3906,172,31.6,54
1511,149,26.66,48
4303,162.1,32.05,50
5442,154.05,39.31,27
3645,209.1,39.3,79
4749,181.3,32.6,62
5533,110.3,20.1,80
3239,169.8,14.41441441,57
1728,91,14.8,49
5935,111.2,21.7,43
3669,135,22.3,55
2844,114.4,17.8,68
4341,160.1,31.1,69
1837,126,24.06,45
5936,167.6,19.9,59
3186,128.4,36.6,49
6046,172.8,13.75,49
5486,134,23,79
152,151.2,31.4,58
1976,167.4,24.4,60
2040,174.14,35.04,52
4343,196.3,28.8,58
1841,125.5,20.25,52
3961,132.6,17.7,56
387,135.9,29.55,55
5978,165.5555556,23.88888889,40
72,189.4,27.8,55
1574,150.2,25.22,55
5907,114.9,19.4,58
1588,126,25.8,60
527,170.42,31.58,74
5249,190.2,39.8,64
3234,137.6,33.8,55
1781,84,18.4,51
1986,165.6,21.8,60
4683,154.2,30.4,79
4663,135.6,24.3,52
4757,105.08,30.79,64
6016,152.45,32.31,46
4004,145,25.8,40
5485,168.2,10.5,120
601,184.4,32.1,55
1437,202.5,35.46,71
1001,217.2,37,63
4258,144.2,34.7,58
3790,164,26.5,63
5308,197.3,26.6,94
2382,104,18,38
406,154.6,27.9,51
3138,119,41.76,52
889,195.6,23.8,66
5722,135.6666667,21.26666667,57
6037,121,24.75,46
797,145,23,75
2238,162.2,34.16666667,62
648,122.6,23.3,51
4859,135.6,18.4,63
4391,160.3,17,57
5443,125.2,28,23
137,164.8,22.9,66
1000,145.8,28.8,48
1341,146,21.4,63
2102,158.6,21.7,58
485,148.9,27.6,66
2995,135,25.8,46
827,155.2,18.9,68
5147,142.6,24.88,68
5644,189,25.1,58
489,212.8,31.3,63
2639,153,26.4,71
4502,156,30.8,62
647,121.2,22.3,51
2340,175,29.4,71
4368,162.682,30.4,65
520,159.6,19.9,58
1040,210.6,33.66,62
5269,157.5,28.9,68
5161,105,30.81,63
3595,196.8,33.35,78
639,169,18.4,39
5242,180,29.5,55
3353,108.6,29.1,39
1967,155.4,25.6,64
4512,138.1,28.1,64
1601,118,35.2,52
5352,119.7,25.4,61
2008,178.6,28.4,69
6027,176.7,23.2,41
1049,187.2,25.5,56
1366,150,29.4,66
5360,120.7,24.9,51
4659,165,28,60
777,123.4,20.2,59
1425,168,30,54
4260,134.2,32.1,71
5664,147.2,22.1,47
1102,169,29,56
3283,136,34.33,49
2619,86.9,21.1,34
1949,158,20.5,51
1110,194.4,36.88,66
5203,156,31.95,70
1658,179.4,30.74,51
3417,172,29.3,54
1950,195.6,18.4,74
3345,163.5,31.3,48
2511,182.6,37.2,54
2029,127.4,20.7,64
995,198.8,29.6,55
4759,196.47,25.93,74
5651,117.8,25.3,55
4304,166.4,34.35,69
2283,165,23.5,64
3813,167.6,36,64
4830,165.8,26.8,68
2928,125.2,27.3,105
1727,84,13.8,46
2116,152.3,17.7,60
802,178,14.6,68
1488,129.2,31.2,56
1965,169.78,28.06,59
2737,85,15.6,21
1280,158,23.2,63
2236,176.2,32.8,58
430,138.2,28.7,60
2579,146.8,28.6,61
4719,185,37.8,71
1756,116.8,46.6,47
1177,152.46,33.33333333,61
4598,187,27,64
3158,148.2,28.84,49
3253,139.19,26.71333333,59
4278,168,34,57
2672,114,13,66
621,158.9,23.8,58
181,151.2,33.2,67
2813,108,18.4,67
3316,162.4,26.6,54
1550,129,17.3,62
2725,139.82,30.8,77
5158,163.6,31.44,64
1856,215,25.88,77
2633,152.4,21.8,64
5378,142.4,31.6,64
695,110.4,26.6,43
2937,111.85,34.42,65
5582,122.8,21.8,83
2256,166.4,31,69
3367,151,30.7,57
3291,173,25.2,57
1868,201.4,25.8,61
2578,148,28.52,59
4246,154,29.6,72
5276,153.4,29,63
2953,123.2,35.6,49
2668,140,16,86
3888,106.666,28.76666667,56
747,129,21.5,57
5479,135.7,34.47,40
226,184.4,33.4,52
3616,150,21.6,60
1602,129.4,32.3,59
4978,187,30.6,62
1183,139.1,22.6,69
2272,166.4,34.7,59
2297,146,32.4,69
1484,141.8,24.68,48
416,166.8,29.86,59
1377,183,42,66
2868,97.2,16.6,70
1597,113.4,32.8,37
5326,121.9,28.1,59
3408,176.3,23,50
1752,83,17.8,51
5413,128.55,35.85,38
3860,161.4,28.7,74
3438,125.6,28.2,49
167,152,40.35294118,47
178,112.8,27.8,51
4178,155.6,26,62
4717,155.2,33.5,68
2479,157.024,33.98421053,54
4435,155.7,28.4,62
4224,130.1,37.6,45
2120,174.04,26.14,50
2688,127.8,24.26,55
3793,188,35.9,59
1864,172,29,54
609,155,22.5,52
4698,150,20.55,76
447,158.25,36.6,51
5264,205.3,22.4,68
755,140,22.8,54
1774,100,17.2,51
5156,106.4,29.8,63
4728,166.6,31,67
1154,138.04,31.93333333,53
5275,152.9,33.5,60
1765,120,22.2,70
511,163.8,32.8,59
2627,152,31.2,54
1104,142,35.83333333,60
2488,151.96,30.66315789,67
1828,148.8,26.2,46
4874,135.6,33,66
2367,151,33.94,71
4584,180.12,39.9,81
6033,131.3,19.25,52
479,239.06,25.1,74
4163,150.6,27,38
3089,114.8,39.3,52
746,146.3,34.2,67
2016,136.5,28.38,70
5435,118.6,39.6,41
4815,170.4,24.4,61
3029,147.68,36.26,55
5130,137.4,26.2,53
3188,127.3,36.1,46
3765,157.2,28.4,69
1980,124.4,12.7,48
1819,158.8,26,47
2792,100,15.4,65
2705,139.6,25.1,50
3159,118.24,37.82,52
6031,145.6,24.45,51
4725,200.9,23.35,79
3995,159.4,29.6,68
3381,129.8,18,52
3362,186.4,25.8,52
1031,139.6,30.6,55
633,114.4,21.2,48
5319,163,28.3,76
3760,198.4,33.6,61
3670,135.6,23.5,55
1051,189.4,34.7,60
554,137.8,24.6,85
4604,168.6,27.2,61
2723,122,13.7,71
2811,88.4,21.6,57
1458,181,30.5,80
5444,130,28,45
1739,175.8,29.4,57
4173,172.7,23.4,70
1494,138.4,30.4,58
1564,150,30.6,61
1983,170,26.8,64
1816,72.2,9.6,NA
1401,121.7,28.3,75
3018,130.2,24.5,46
1910,187,27.1,62
208,140,26,56
3913,182.4,27.2,61
5172,122,29.6,61
3867,155,31.86,60
4250,137.58,29.99,50
3833,163.4,16.62,54
3724,141.8,28.08,61
2889,164.4,23.92,52
60,206.6,38.1,66
123,136,23.5,60
239,132.2,29.6,50
4777,138.54,28.13,74
1313,136,35.4,64
4171,164,25.8,57
4204,176.8,18.3,51
2599,96.5,33.3,50
5701,97.4,24.4,56
2041,139.92,34.6,66
93,164.6,32.56,56
809,179.2,24.6,73
2028,127.8,21.9,50
1412,171.3,30.7,60
5747,172.2,19.9,63
3918,144,27.4,66
4398,202.1,18.7,63
2276,164.488,29.8,71
1612,101,32.7,79
5409,143.4,23.05,56
4836,157,28.7,60
2456,179,37.6,69
4276,104,22.8,56
5368,134.3,30.75,74
2124,163.78,21.94666667,50
846,174.2,15.28571429,67
3992,175.6,31.2,66
1829,220.6,26.8,66
1916,136.4,31.92,66
354,106.2,31.6,53
4086,143.67,29.02,64
1406,164.8,33,66
336,108,28.4,61
5422,142.05,32.6,36
4642,183.8,31.1,64
3307,175.4,17.2,52
4369,139.25,14.5,69
3973,147.6,33.5,58
3591,211.8,30.3,75
2515,216,33.8,64
3328,129.3,14.2,57
3067,138,39.5,58
2142,127.5,28.1,73
5320,182.4,25.25,82
2493,122,23.6,NA
3458,125.4333333,26.30666667,58
1224,131.4,28,88
761,97.9,16,47
1010,153.2,36.6,63
4318,138,33.51,58
775,126.9,23.2,50
14,152.8,29.27,59
6049,157.1,21.15,51
4464,213.4,46.6,80
5734,186.6666667,25.2,63
161,159.6,34.8,50
1713,189,20.2,84
1586,168.2,33.58,51
4377,192.9,40.35,64
113,127.4,39.2,65
5311,167.8,26.5,63
2841,122.4,18,67
2568,110.4,32.5,59
4462,178.3,23.3,61
3400,166,18.6,59
1159,131.13,36.7,51
557,113.8,30,40
4231,94.2,23.78,47
1073,155.8,33.96,66
5438,122.7,41.27,35
162,149.7,25.6,70
4902,127.7,28.33,60
2439,172,21,86
5699,105.6,15.8,35
3380,199.6,28.5,46
3568,235,35.75,62
47,187,30.3,89
4058,179,25.3,61
3263,198.2,28.4,58
3299,250,23.51515152,67
1517,133.6,25.6,58
4744,193.2,30.7,68
3448,158,22.5,50
3830,154.6,31.5,54
1117,201.8,29.6,57
5115,105.12,41.56,58
2084,168.52,39.6,58
2144,125.9,24.1,45
2444,161.8,22.6,66
3019,150,37.5,59
3686,210.6,37.6,62
5655,167.2,21.2,98
2280,136,38,61
3875,110.6,25.6,52
420,153.6,34.7,55
273,161,35.6,49
3603,178.6,23.9,69
4862,143.3,25.6,68
1683,113,15.8,45
2852,111.4,15.4,65
1080,145.39,29.93157895,68
1337,149.4,34,64
2782,104.8,15.5,40
197,138.8,28.4,60
5263,122.5,16.6,48
3896,110.9,15.8,45
2998,177,26.375,47
1644,123.2,19.8,57
2954,143.8,34.55,49
4288,154.8,23.2,68
6015,148.85,30.91,49
3275,171.8,37.4,52
5110,134,26.2,61
6039,148.2,21,43
687,117.1,20.3,35
67,185.066,37.86666667,67
2665,105,12.9,56
4159,178.8,30.4,56
1338,141,30.4,60
5075,217.4,30,78
3693,174,39.4,65
1475,165.4,27.44,58
4989,140.6629,22.33,50
678,99,17.2,43
4672,158.2,29.4,57
5465,132.25,30.36,30
1906,153,22.9,58
4519,158.5,23.2,60
1394,105.4,20,60
3663,197.8,33.3,70
214,115.8,27.1,60
491,219.2,38.2,65
3871,108.4,19,48
1237,179.5,24.2,68
4367,176.4,38.65,72
1094,175.2,37.2,65
4389,169.2,36.44,67
3258,160.4,24.6,52
3164,151,33.9,71
2950,108.8,24.87,65
1496,146.4,33.02,59
4595,160.7,19.25,57
1409,156.2,32.6,58
3927,155.86,29.17333333,63
5968,178.2,20.72,52
3584,168.4,36,74
4302,194.4,35.6,63
2017,123.88,26.3,73
3923,212.2,26.78,59
2882,85.4,18,77
3706,125.6,25.2,65
6032,210.2,22.65,87
421,152.7,28.8,63
4592,152.9,21.5,62
4499,176,33.5,59
3120,128.2,33.9,42
3374,124.96,12.86,46
5112,155,29.1,45
5222,243.5,31.35,66
4323,173.5,35.2,60
4966,143.27,29.87,50
4588,172.9,28.2,69
505,175.2,29.2,147
4411,190.2,22.7,60
2000,122.34,24.96,55
5597,150.25,20.5,77
2307,178.6,35.1,59
3891,118.6,21,46
1662,142.2,26.76,55
2628,103.2,22.3,58
2502,112.3,29.1,NA
429,144.5,23.6,60
363,158.2,28,50
4521,171.2,26.4,55
477,173.4,30.5,52
4834,157.4,36,63
3009,149.15,21.025,48
4077,160.7,26.9,64
366,187.8,25.5,64
4184,111,27.1,50
549,150,30.5,86
423,164.3,27.3,60
2696,102.4,20.92,86
2059,144.6,27.52,66
2729,107,17.3,62
2831,100.4,17.6,62
696,107.7,20.1,44
832,147.6,32.72,34
3355,160.8,30.8,46
5679,188.8,24.33333333,60
5958,143.6,17.79,43
5733,247.3333333,29.86666667,63
5209,167.6,27.5,65
1428,185.8,26.88,69
2706,163,21.1,51
2765,86,12,39
1439,179.4,40,64
3423,117.2,19.8,56
4786,139.13,27.6,76
2483,141.6,37.3,61
1075,177,26.6,63
2371,139.87,34.1,63
189,152.2,32.1,56
4312,166.6,33.48,63
506,226.8,33.7,63
2454,214.6,38.3,79
2047,153.14,26.78,56
5380,170,27.7,60
788,174.1,21.6,59
2526,150,34,60
4228,168.8,33.8,67
5647,120,9.8,52
2262,166.3,29.76470588,56
3101,122.6,35.12,45
2721,116,13.4,61
2269,235.5,22.7,180
4800,125.27,19.6,59
125,190.2,36.6,67
5383,155,32.7,62.5
443,153.3,22.9,61
4727,169,26.55,72
3049,122.72,29.16,66
1212,125.9,25.5,53
2948,135,27.7,48
4529,178.1,27.8,58
2337,165.83,36.81,66
5426,95.03,32.63,27
1896,164,23,46
179,158.2,40,54
6,149,30.66,63
3886,107,17.2,51
5466,126.4,33.41,44
3852,154,35.8,63
1114,225.2,34.62,59
689,126.2,20.8,49
6030,150.1,23.5,46
3177,152.8,37.14,57
2516,150,32.4,69
749,111.2,17.7,46
74,201,30.8,69
5670,158.0666667,22.26666667,62
3623,193.4,22.8,52
4136,105.3,28,42
3675,162.7,28,57
4849,140.2,26.8,60
3904,135.58,18.1,50
1854,146,30,54
5093,228.4,29,78
5083,225.2,32.6,76
333,82.4,26.8,44
233,141.6,28.5,69
2005,182,26.4,64
604,130.3,19.2,54
5576,152.3,27.1,86
5508,143.75,15.5,75
1817,154.2,19.2,44
1669,150,13.6,66
2740,192.46,31.06,59
4386,153,24.9,56
4696,178,41.7,46
5252,165.2,31,65
3260,110.6,23.7,49
753,118.4,22.6,55
305,117.6,30.17647059,53
5944,123.3,24.9,51
4948,125.3,14,70
4831,177.577,34.98,66
3823,159.4,26.6,74
764,137.8,15.1,46
4211,154.4,34.5,63
4658,164.8,32.8,58
2905,137.6,25.58,46
94,123,23.2,55
5932,134.1,22.1,50
283,196.4,24.6,68
4612,174.6,32.5,59
70,160,29.5,62
4606,103.1,34.55,60
1167,161.066,35.86666667,62
3668,135,30.2,61
2255,183.8,42.6,69
5559,177.2,26.4,81
2347,133.5,26.8,65
2078,169.3,38.7,58
1345,171,20.8,73
496,206.2,32.6,62
3082,129.4,30.48,67
3873,146.6,24.6,64
3674,178.4,26.7,58
5640,86.4,19.2,51
4873,160,28,60
2774,101.28,21.3,26
207,156,33.2,53
1605,104,29.1,46
2862,116.6,20.5,63
3874,102.89,31.47333333,38
5754,175,23.2,105
346,187.1,27.6,61
4784,145.4,29.3,57
199,172.6,31.2,52
4517,188.3,28.6,52
4812,133.93,24.94,66
2309,181.8,38.3,60
594,148.6,29.72,58
852,195.8,23.8,75
1100,210,31.5,60
733,127.3,21,60
5134,144,23.5,80
3467,171.8,23.6,52
3279,192.2,20.4,56
2074,181.54,33.08,68
4917,150.01,28.4,77
5982,176.7,20,41
1805,106.8,18.1,52
1310,201,26.44,72
2073,149.6,29.62,54
5938,134.9,26,56
3771,145.4,22.6,56
2609,89.8,37.9,47
3180,133.4,32.3,47
266,160.4,26.2,67
2345,171.6,28.2,44
534,156.6,26.75,56
1961,175.6,33.4,61
1649,137.5,14.8,71
1236,165.7,27.4,66
3106,139.4,38.4,47
4354,192.2,36.85,71
2783,100,19.4,64
3375,146.7,27,57
5359,135.8,22.85,59
3911,160,27.3,68
4787,129.67,26.87,64
3993,148.6,22.4,76
1935,190,23.9,61
3643,199.6,39.4,73
533,154.4,31.65,62
1545,126.2,32.02,51
3203,125,33.96,39
5145,137.4,34.4,55
293,142,23.4,59
2687,173.4,33.2,50
5211,176,41.2,65
3297,180.83,25.08666667,68
364,70.6,26.4,43
4611,209.37,32.95,64
3909,130.6,24.92,54
4416,204.6,27.3,64
1700,103,15.4,59
5104,162,20.6,75
2055,144.52,26.92,47
1611,114.6,31.1,47
5572,141.8,27.2,80
3900,119.376,16.2,44
3572,164,22.76,64
5353,115.1,18.75,61
4742,184,24.15,81
249,170.4,38.4,51
3265,134.4,30.8,67
654,134.5,23.4,53
1979,136.8,11.9,50
4109,159.1,26.1,74
4254,152.2,28.4,49
2926,147.75,21.18,46
435,180,27.5,52
5095,190.6,24.8,61
4582,156.3,24.5,67
2240,161,29,63
1861,168.4,28.5,61
3586,185.2,32.4,56
2791,121,23,57
3298,203.6,23.8,62
5371,149.3,28.2,49
2108,123.2,30,64
4292,182.5,31.7,61
5429,167.5,25.15,43
2657,102,11.4,61
5362,176.625,29.25,80
2622,105.4,34.8,50
2663,210,40.6,58
210,151,36,56
1029,177,24,66
1326,147.4,26.4,60
4188,141.3,12.7,62
782,126.1,20.2,77
2257,178.6,34.5,61
3570,176.4,39.9,62
1173,128.066,32.93333333,63
1289,178.2,25.98,53
3051,145.04,35.68,62
4650,113.2,24.5,70
3797,174.6,22.26,65
2814,141.02,30.06,89
2263,171.7,21.4,68
1046,193,26.13,51
1762,146,27.3,61
259,150.6,19.9,65
61,215.4,31.3,70
2387,95,13.3,60
3763,163,19.7,56
3041,130,33.4,65
1070,211.4,33.8,72
202,124,24.3,57
1984,158.6,19.3,61
4390,194.2,28.8,74
3786,167,23.1,59
5142,162.4,36,59
1039,168.3,30,49
3809,169.6,18.78,60
2885,91,16.4,69
2052,178.3,27.36,63
1726,76,10,45
3129,131,27.38,51
271,137,31.2,50
2593,114.7,36,50
4510,181.6,25.1,66
5583,152,33.5,93
1098,167.3,21.3,59
851,155.2,28.6,66
2057,147.7,21.5,63
77,94.5,29.8,65
4788,139.07,26.13,65
716,129,22.7,30
4229,152.4,34.82,57
3974,175.78,31.3,59
1872,204,26.6,59
1785,101,14,56
3436,129.2,23.7,56
3838,158.6,19.75,52
5529,119.3,32.6,80
3211,137.2,31.8,44
1047,179.6,29.82,61
3038,134.75,29.35,55
3729,159.7,29.5,56
4881,156.33,28.67,66
3081,143.3,35.02,59
663,191,30,77
472,180.06,28.67850609,77
2893,139,24.2,50
3925,186.8,28.6,59
1971,161.7,27.2,65
3127,126.7,30.4,51
48,184.4,36.2,63
5143,146.2,28.18,61
5648,114.2,18.7,61
1083,192.6,24.4,70
4412,125.1,17.2,67
847,172.2,14.79487179,75
4951,131.6,23.87,51
1329,125.34,24.84,55
5461,100.93,14.19,27
5712,123.6666667,22.53333333,61
3167,126.8,32.14,50
347,138.4,22.2,47
4732,182.1142,41,62
5131,165.6,29.5,73
1542,126,26.46,58
5482,118,24.17,36
2434,108.62,35.15,66
1661,118.2,15.4,69
2119,165.8,29.86,61
4511,145.13,33.77,57
4413,167.4,17.9,57
1998,147,29.4,73
2588,162.4,24.2,49
418,180,28.4,62
5174,142.8,33.14,64
3422,189.2,29.58,68
5341,155.1,25.05,79
4166,224.3,29.2,65
2547,118.8,16.6,59
5548,136.6,22.3,90
3154,144,39.46,47
1567,125.4,22.68,55
3358,159.5,34.2,52
1107,141.8,27,57
2364,129,31.55,66
4065,123.2,27.1,51
3272,185.4,31.6,50
297,137,23.1,52
5625,113.6,19.8,55
5082,222,26.8,76
3953,149.6,21.1,57
1885,197.4,23.5,65
5107,150.3,17.1,72
5476,104.8,33.87,38
5451,124,18.5,27
5302,184.7,31.75,77
2790,91.6,13,62
1945,160,20,49
1424,179.73,38.8,71
4091,174.2,33.8,63
5253,153.8,31.4,65
2711,155,10.5,80
2999,145.5,25.3,49
4265,148.8,31,55
2984,124,29.4,47
3624,191.6,27.2,48
1375,153,22.8,68
2899,153.4,26.72,55
3654,180.8,41.3,73
4799,126.33,19.6,57
4926,140,29.53,53
399,161,21.8,56
5272,167,33.8,65
3056,128.9,40.3,63
4919,130.4,26.93,77
462,170.6,36.4,64
2907,138.4,28.4,64
3761,164,25.2,84
5750,110.2,16.8,49
4501,184.2,30.4,58
2497,191.8,34.16,70
269,169,37.2,49
2755,98.02,30.7,61
515,180,28.8,77
3976,139.53,34.61,58
21,178,35.8,65
4350,177.8,26.37,64
1587,109.3,21.4,58
83,233.6,33.1,65
1962,154.6,31.8,60
4630,159.6,30.8,61
3794,211,25.78947368,60
1480,176.4,27.98,48
