"GBSid","PH","LW","FT"
1528,118.2,32.3,51
3335,154.88,30.86,70
2824,110.6,12.2,61
2428,143,18.2,87
4316,153.2,33.72,56
1773,111,20.6,54
5320,182.4,25.25,82
3184,115.2,35.8,47
5213,118,25.8,62
36,161.333,34.93333333,52
4537,177.2,25,62
1106,166.2,30,55
1026,202.6,40,66
3158,148.2,28.84,49
677,102.3,19,77
2384,150,15.8,61
4874,135.6,33,66
3698,179.6,24.2,59
3009,149.15,21.025,48
3026,97.5,32.4,45
1821,126.6,24.6,43
1494,138.4,30.4,58
4419,133.07,31.7,56
4663,135.6,24.3,52
1828,148.8,26.2,46
4753,213.9,37.75,79
3760,198.4,33.6,61
3707,177.4,30,64
367,139,27.6,61
463,137.6,32.1,56
2430,115,17.2,68
2742,109.1,30.2,40
5432,147.2,32.31,44
4840,204.6,31.2,67.6
3960,128.2,21,66
3632,128,10.4,64
1415,196,34.2,73
2272,166.4,34.7,59
6015,148.85,30.91,49
5321,110.2,18.9,59
2681,156.2,32.36,85
4451,153.1,17.9,64
1506,150.6,31,64
1299,143.4,30.04,71
2932,102.2,26.8,74
4846,168.304,25.4,67
2940,110.65,26.5,48
33,157.53,29.4,52
1675,170.8,32.6,46
5294,171.8,36.1,63
3348,142.4,29.3,38
448,178.6,17,50
3915,144.4,31.2,54
2045,141.9,16.74,48
4225,133,22.8,38
1663,90.7,23.5,47
3949,130.932,27.76,59
4303,162.1,32.05,50
1990,154.6,18.5,60
2160,148.9753086,32.73,54
2734,149.6153846,18.3,59
3641,192.8,31,77
1835,116,25.7,52
241,138.8,32.9,53
4398,202.1,18.7,63
2754,100,14.9,29
4525,186.4,28.8,66
4231,94.2,23.78,47
1447,158.26,28.7,68
1164,150.4,34.76666667,57
1103,168,27,72
234,151.8,33,45
3248,193,37,60
1188,125,19.5,57
3032,113.4,34.6,60
3393,164.8,22.3,46
1423,146.733,33.26666667,49
5482,118,24.17,36
2396,149,20,67
4547,166,28.8,60
2898,135.4,30.76,47
1809,117.2,31,57
3595,196.8,33.35,78
2992,135.7,24.1,50
4539,149.8,30.7,62
3809,169.6,18.78,60
2841,122.4,18,67
5299,148.2,32.7,75
5370,169.8,33.6,68
3667,136,19.6,60
5212,168,29,63
4283,172.7,34.3,57
4993,167.8,26.13,59
4175,95.45,30.9,39
1479,157.8,29.6,54
4138,182.7,26.9,65
2963,157.625,33.51,30
721,125.22,30.8,57
4603,186.4,37.2,61
4586,187.4,28.8,68
1131,146.8,35.26,52
2700,126.8,24.8,61
4882,144.2,27.8,58
662,121.24,32.04,48
2818,141.4,17.6,67
1404,170.2,31.3,102
2994,126.35,16.6,55
4490,175.6,29.5,59
4468,228.5,43.95,79
5710,162,22.2,61
4288,154.8,23.2,68
1736,89,16,46
2087,191.94,41.8,58
1519,144.8,26.78,50
2827,98.4,17.8,61
6023,173.7,26.45,43
4748,163.552,32.92,49
2097,140.54,25.9,71
411,155.8,24.58,46
1893,154,21,52
3663,197.8,33.3,70
4749,181.3,32.6,62
5708,150,22,61
5193,150.9,24.4,76
3138,119,41.76,52
4079,155.6,17.4,49
2806,99.4,16.6,68
2636,131,12.1,71
2134,171,29.7,58
1676,162,19,63
3006,138.5,11.6,58
4810,115.6,18.07,67
2988,108.62,26.36,55
5144,114,19.8,46
4377,192.9,40.35,64
4809,120.47,21.33,59
1653,128,23.8,61
824,149.4,15.2,56
701,106.8,20,46
1681,181,29.8,54
3427,167.8,31.72,64
4412,125.1,17.2,67
6027,176.7,23.2,41
4701,160.8,40.3,60
1805,106.8,18.1,52
192,140.6,32.5,54
2783,100,19.4,64
5574,160.5,35.4,79
56,186.8,33.8,62
1303,160,25.4,69
4434,150.2,32.31,60
1873,183,24,55
4528,154.13,23.79,60
3360,190.2,26.7,49
3870,110.8,23.6,50
1687,138,28.4,69
2653,144,22.4,77
2927,114.4,26.3,67
1700,103,15.4,59
264,143.2,26.2,66
5995,171.9,17.75,41
2253,150.698,37.38643103,42
3319,143.52,27.08,61
3971,172.3,29.36,69
2545,143.2,16.2,45
3719,180.5,32.1,69
1839,NA,NA,NA
2658,126.8,16.37837838,35
1456,159.32,34.8,73
6034,171.5,22.05,49
5933,129.1,21.4,51
2467,169.8,30,58
178,112.8,27.8,51
202,124,24.3,57
4228,168.8,33.8,67
38,142.6666,40.76666667,47
4418,180.66,26.83,59
3257,261.2,29.6,65
324,105,28.6,54
3702,190.2,35.6,63
4698,150,20.55,76
1626,140,15.33333333,57
4078,193.4,26.5,55
306,174,30.8,55
3229,102.4,32.2,48
1894,152,23,43
5274,152.02,32.87,62.5
4934,127.33,27.6,41
3706,125.6,25.2,65
731,144.7,18.5,74
272,185.6,35.8,53
3967,143.16,33.06666667,54
5272,167,33.8,65
4770,190,31,61
1359,179.6,37.73684211,69
3034,129.8,33.5,64
4399,170.5,43.15,76
4977,189.27,24.8,56
2290,153.2,35.35,60
1842,156.7,25,121
3313,187.8,28.2,62
1147,165,32.94,65
1386,160.2,28,53
1683,113,15.8,45
1054,193.6,34.56,61
561,147.8,27.6,78
5413,128.55,35.85,38
3036,174.1,27.78,50
6000,197.6,27.9,53
1903,157.4,26.18,43
3119,158.2,37.44,44
1239,167.7,27,85
3066,167.8,23.6,56
5974,122.4,22.15,34
6003,138.9,35.02,47
5120,142.96,27.9,83
1176,172,35.9,56
2585,170.8,25,61
5149,125.4,29.2,55
546,142,31.2,58
2707,113.86,24.86,53
3534,36,12.3,26
3951,177.4,24.3,63
2789,110.4,20.56,67
537,163.2,20.7,53
3742,170,26.6,57
1282,144.6,27.22,50
4353,213.1,42.45,77
551,110.4,21.6,57
4709,187.4,24.9,73
4841,145.6,29.6,59
3169,149,36.44,50
4076,170.13,23.8,62
2808,101.4,23.2,58
3896,110.9,15.8,45
3924,156.2,31.48,59
414,149.6,35.08,61
2680,163.92,8.72,66
1667,128,12.8,NA
535,162.5,27.8,61
2005,182,26.4,64
3897,166.23,19.44666667,54
4236,138.8,22.2,91
4708,131.5,36.5,49
3695,162.6,31.7,61
1642,117.9,21.4,54
4326,240,32,84
1510,134.248,33.06,50
2708,143,24,54
398,107.7,22,51
3712,186.6,34.3,73
2941,93.4,30.05,52
2398,141.2,21,65
5360,120.7,24.9,51
5155,113.8,27.04,45
2024,168.08,21.26,68
2043,177.94,35.66,59
3413,156.8,27.6,65
1458,181,30.5,80
4821,147.1,38.2,62
5111,143.4,18.3,73
2599,96.5,33.3,50
4702,145.4,28.7,59
2025,139,21.5,68
1165,164.2,32.53333333,52
3194,157.6,37,43
653,179.3,23.5,56
1346,201.4,24.6,77
2468,119,32.25,48
2116,152.3,17.7,60
3210,138.8,37.6,45
798,117.6,20,55
185,165.8,43.2,51
5172,122,29.6,61
1634,115.2,20.56,50
560,124,30,76
1354,214,29,88
2297,146,32.4,69
5654,153,24.7,78
2958,171.9,27.9,53
2828,93.8,21.8,57
4683,154.2,30.4,79
5939,131.3,27.6,49
5911,107,25.5,51
5056,111.13,22.07,57
3263,198.2,28.4,58
528,179.3,24.7,70
5725,113.6666667,17.06666667,55
5270,160,31.4,59
1552,122.2,20.8,58
5657,90.2,17.4,57
3224,127.4,31.6,47
1544,113.2,20.36,44
748,80.4,13.6,55
2967,94.85,23.65,53
1061,173.8,36.6,62
5542,172.9,28.2,77
5174,142.8,33.14,64
8,178.8,31.4,59
216,162,36.1,71
3315,142,16,107
3587,173.6,40.5,62
214,115.8,27.1,60
4548,151.4,26.63,59
4220,216,28.8,83
3599,139.2,28.9,62
295,171.8,26.5,59
5168,134.2,36.8,51
2777,146.4,16,67
1802,85,13.6,NA
2163,159.466,37.76666667,58
1425,168,30,54
181,151.2,33.2,67
3794,211,25.78947368,60
3793,188,35.9,59
4675,177.4,29.4,87
2999,145.5,25.3,49
1542,126,26.46,58
70,160,29.5,62
2455,193.4,37.7,65
4262,146.4,20.3,59
206,127.8,23.5,60
1278,208.6,29.82,56
2957,130.7,16.44,46
2907,138.4,28.4,64
1751,89,17.4,51
516,173,28,77
5389,236.4,35.8,83
3228,130.8,37.2,49
1416,177.8,25.4,63
2615,98,32.8,43
168,149.6,28.2,61
5229,175.2,26,68
4298,188.3,31.8,61
3414,137.2,20.66,46
3439,145.4,27.9,48
2622,105.4,34.8,50
1324,128.52,33.92,51
3968,179.3,37.2,50
1158,157.73,38.2,57
842,129.1,24.02,61
1608,113.2,34.1,41
1543,116.6,20.76,51
2905,137.6,25.58,46
1639,120.2,21.4,51
1768,102.4,21.8,66
2314,160.25,29.2,66
1442,108.1,26.75,67
1968,164.6,25.5,57
2316,140.8,31.8,66
1487,170.2,37.7,58
4447,268.1,24.8,96
2594,91.7,33.7,43
5625,113.6,19.8,55
5206,178.1,35.25,68
645,145.1,23.1,49
3779,149.7,28,53
1841,125.5,20.25,52
4267,176.4,32,60
3700,190,31.1,56
1433,196.8,32.6,77
1431,173.042,35.2,69
3784,157,23.7,68
843,145.06,27.24,56
5048,141.6,28.7,75
4664,158.2,30.28,78
2446,188.2,16.7,62
4383,182.2,22.9,66
4444,159.4,32.2,64
1281,144,33.6,46
2372,159.6,34.26,65
3914,188.4,28.34,61
1075,177,26.6,63
2321,178.6,26.3,59
5409,143.4,23.05,56
4271,112,23.2,60
2041,139.92,34.6,66
5198,167.8,31.45,78
2093,180.88,34.62,53
3121,117.6,34.2,43
4201,116.2,22.2,54
3440,144.8,28.6,86
3116,117,22.3,43
162,149.7,25.6,70
3296,180.8,16.25641026,53
2082,166.44,38.26,50
4005,151.8,10.2,60
3291,173,25.2,57
4738,182.008,32.64,62
3461,157.738,35.8,44
5249,190.2,39.8,64
5449,120.5,39.28,27
2252,197,28.3,64
1986,165.6,21.8,60
3972,182,32.6,68
3883,114.4,17.5,41
3590,224.65,32.3,65
2443,115.5333333,31.4,61
2457,164.4,31.5,57
5140,155,32.2,58
3390,126.5,23.56,57
806,162.8,26,89
1999,162,28.2,69
1945,160,20,49
2334,211.4,31.76,56
5937,166.8,26.2,58
230,163.2,35.76470588,50
2366,128,34.45,67
5066,192.2,24.4,63
2952,123.95,36.35,48
1512,138.4,32.24,50
1811,111.4,15.8,39
238,172.8,39.6,51
827,155.2,18.9,68
4492,177.902,35.39,59
4725,200.9,23.35,79
5304,142.1,21.16,62
313,152.6,34.2,54
1223,136.5,24.4,103
712,152.2,26.7,74
2303,167,24.2,59
4642,183.8,31.1,64
562,84.6,28.8,60
5342,159.5,26.8,64
196,134.1,27.1,66
3648,179.6,41.4,77
2544,109.8,15,43
490,246.6,31.1,63
2676,170.6,23,62
610,108.3,14.8,52
1116,197.4,31.22,56
1677,138,18.5,70
1393,179.1,32.2,60
6031,145.6,24.45,51
2867,116,27.1,67
2757,121,18.8,63
4461,158.8,34.1,62
223,150,24.1,68
3333,162.06,24.82,63
5117,168.6,19.9,75
767,103.7,20.6,47
1149,139.5,20,59
1087,121.18,29.77,50
4349,195.8,42.9,74
780,174,20.9,59
189,152.2,32.1,56
3381,129.8,18,52
4154,141.4,11.6,43
2613,95.4,33.8,46
1707,134,28.5,52
2033,162.4,32.9,54
5096,222.2,30,78
3705,182.8,30.8,66
3314,191.4,34.8,55
4209,135.8,35.48,58
3899,126.632,19.2,60
1692,161,24.4,72
2528,173.2,32.94,56
1339,125,13.5,64
4049,223.9,24.7,69
5639,99.6,18.6,43
34,131.4,38,59
2450,186.2,41.2,64
5694,141.2666667,22.13333333,60
3796,165,24.3,63
419,180.4,33.4,60
1830,118,21,47
1309,178.6,23.3,67
485,148.9,27.6,66
1579,110.8,27.26,49
2146,151.8,32.2,56
2032,158,34.4,54
4384,200,22.6,59
657,154.6,26.7,58
4660,150,30,NA
739,142.8,26,54
2801,127,20.2,77
1315,170.52,23,74
2307,178.6,35.1,59
1136,155.3,26.1,64
1241,153.8,23.8,64
838,144.35,22.625,55
3362,186.4,25.8,52
5680,72.86666667,13.86666667,60
126,232.4,35,69
6052,134.75,23.0625,51
2712,143,25.8,58
1367,164,36.3,64
3330,112.48,17.12,61
4526,149.872,27.9,59
1535,133.6,27.6,49
3635,121,9.2,61
3302,169.4,29,58
2978,40.6,18.3,58
1580,142.4,33.4,53
4358,168.8,39.7,65
3868,104.4,17.2,39
3010,119.4,19.72,37
3004,135.2,29.1,52
157,162.6,19.2,59
2909,113.4,19.8,48
3885,102,16.8,51
1015,161.8,33.5,69
1995,154.4,18.2,62
2864,100.8,14.6,39
3890,105,18.6,66
5312,137.3,20.45,58
3239,169.8,14.41441441,57
443,153.3,22.9,61
4369,139.25,14.5,69
3965,140.8,23.7,65
3788,153,23,63
1209,118.6,24.6,62
3580,231.8,32.02,65
2374,145.6,31.6,59
2991,149.2,16.62,43
5456,125.5,24.95,35
5622,129.6666667,19.86666667,63
1619,128.4,24.9,56
2936,85.2,15.4,67
3805,169.8,24.4,66
3054,178.02,31.3,59
1445,240.8,31.9,69
539,172.6,20.82,56
4745,152.58,23.57,50
4440,178.32,25,60
1827,142.2,23,43
3745,199.6,33.8,62
3974,175.78,31.3,59
2965,91.05,36.7,59
3602,128.2,32.9,68
1932,197.8,30.6,63
44,127.4,40.76666667,58
1618,123,17,NA
638,150,21.6,53
1587,109.3,21.4,58
3050,157,31,52
1558,142.8,31.42,53
2074,181.54,33.08,68
120,149,29.2,62
5439,141.6,39.38,38
1949,158,20.5,51
173,175.2,28.4,70
1410,141,25.2,50
3665,131.5,20,82
3295,164,30.2,53
3852,154,35.8,63
1969,143.6,20.2,58
1636,137.2,28.5,48
4849,140.2,26.8,60
2792,100,15.4,65
1368,142.5,35.1,61
384,80.8,25,40
1749,115,16.2,59
3378,149.8,19.26,55
2773,122,22,61
2590,109.9,36,41
3623,193.4,22.8,52
4563,186,24.5,69
4512,138.1,28.1,64
1722,113.4,16.4,70
4558,157.4,24.7,67
5082,222,26.8,76
1538,145.2,28.4,51
533,154.4,31.65,62
53,117,27.2,62
4719,185,37.8,71
687,117.1,20.3,35
622,129.6,20,51
5308,197.3,26.6,94
2325,169.4,31.54,70
3832,124,25.5,60
3272,185.4,31.6,50
3214,135.4,35,45
233,141.6,28.5,69
1911,154,16,49
1392,146.3,39.3,80
4837,174.4,27,61
4330,243.33,32.87,55
2012,142.22,16.7,47
5219,152.9,32,83
654,134.5,23.4,53
3539,31,13.3,30
163,141.1,26.7,59
3740,159,24.68,47
2881,110,20,46
2222,101.5,24.9,44
5474,111.9,31.01,38
3137,127,39.84,52
3691,175,29.38,73
2543,158.2,35,65
2225,52.4,7.6,41
2322,130.83,31.65555556,52
2375,142.6,30.5,65
4716,171.2,30,59
5161,105,30.81,63
5734,186.6666667,25.2,63
141,176.8,32.6,54
5381,178.4,36.3,57
2377,117,15.8,68
5913,85.3,21.6,58
257,132.8,27.6,69
4743,183.47,28.01,64
3721,168.2,24.7,64
2002,125.8,31.6,56
3613,157.2,36.8,61
1167,161.066,35.86666667,62
5162,124.8,17.4,53
2718,155,11.36842105,53
724,114.7,25.5,63
1594,104.6,27.22,44
1868,201.4,25.8,61
3448,158,22.5,50
1016,195,29.2,66
3234,137.6,33.8,55
2618,109.4,39.1,58
521,216.8,22,130
2629,115,15.7,66
4446,156.958,40.56,63
3205,126,26.8,48
5340,134.205,18.5,64
200,156.2,21.5,62
786,171,29.2,105
4069,168.2,37.3,71
5481,136.1,33.52,40
5126,139.8,40.06,55
659,145.6,18.6,54
134,213.4,25.3,62
5252,165.2,31,65
5226,251.8,22.1,106
2119,165.8,29.86,61
3396,93.88,15.68,50
5233,168.018,28.5,65
4761,137,28.53,75
3091,111.5,37.58,45
1529,165.8,26.3,48
3369,156.3,30,49
3298,203.6,23.8,62
5642,105.4,23.7,61
1464,145.1,32.85,58
4855,155,26.9,67
4645,120.8,29.1,70
2567,201.4,43.54,68
1317,143.41,35.44117647,49
1213,136.2,24.5,103
1748,93,18,59
1680,153,21.4,69
1602,129.4,32.3,59
292,145.6,28.5,59
1524,149.8,22.94,52
1196,125.9,18.7,65
5629,115.8,27.4,70
2923,102.4,18.9,61
2273,190,31.46,56
1409,156.2,32.6,58
5479,135.7,34.47,40
2103,152.88,19.98,87
2959,114.3,27.77,45
4291,156.5,33.51,59
3167,126.8,32.14,50
1781,84,18.4,51
2842,127,23.8,68
6050,118.4,14.26,37
2031,177.04,21.52352941,59
4173,172.7,23.4,70
3155,128.6,36.3,46
4944,133.27,29.47,59
4832,184.64,32.7,65
4153,139.8,11.4,50
1385,111.33,26.93,52
4135,133.2,33.3,55
4853,145.9,30.8,63
3607,144.13,31.32,57
2489,186.8,34.4,65
2819,133.8,20.4,69
4614,122.8,32.4,59
381,161,25,62
3183,152.6,35.24,48
2987,143.7,36,56
4744,193.2,30.7,68
5269,157.5,28.9,68
4439,174.6,27.3,60
3605,108.4,33.2,45
3190,138,34.4,52
5307,182.6,20.55,62
3797,174.6,22.26,65
5754,175,23.2,105
2652,165,25,60
1576,107,23.84,43
4324,180.5,32,62
1595,136,31.8,62
751,118.1,16.8,46
4124,144.8,27.4,46
3069,195,38.16,57
707,146.7,26.7,66
5965,161,19.83333333,46
3848,151.4,29,61
413,119.48,28.06,51
3399,146.4,17.2,59
2600,128.8,33.3,38
451,87.6,37.05,72
4507,168.5,29.25,70
760,97,21.8,41
2850,110.4,18,60
837,102,26,49
2378,150.6,14.3,50
1453,209.2,34.7,73
1179,173,19.5,67
3065,106.6,32.8,30
85,214.2,28.3,62
5641,123.6,26.2,55
3112,121.64,37.06,27
1300,154.4,22.66,68
3352,121,21.93333333,52
5938,134.9,26,56
5230,158.6,28.4,62
3216,129.1,35.3,47
1156,148.92,35.21,64
2860,128.2,22.2,64
5739,160.3333333,16.26666667,62
3332,141.78,23.4,67
4311,174.5,28.64,62
5099,145.5,33.3,77
2083,169.18,31.86,53
5430,135,31.33,40
4596,186.1,28,59
5346,148.64,20.15,53
788,174.1,21.6,59
109,206.6,30.3,68
113,127.4,39.2,65
