"GBSid","PH","LW","FT"
457,195.5,34.5,87
1621,118.4,33.4,46
667,115.3,24,44
2766,145,19.2,77
5923,153,28.9,58
5577,148.8,25.8,77
4625,166.8,29.4,68
998,194.8,32.6,60
2445,161.6,29,60
801,124.1,26.2,65
2298,173.4,20.7,56
716,129,22.7,30
3220,120.3,37.5,45
2894,149.8,18.94,65
1674,132,21,59
1402,175.8,35,77
4394,156.3,38.15,84
3568,235,35.75,62
1747,80,18.6,59
145,153,32.8,53
4739,194.3,37.2,66
2815,155.38,31.16,128
4378,191.25,26.8,82
3657,206.4,35.26,67
4044,170,32.7,61
1742,68,12.8,46
1443,145.6,32.25,55
4769,168.4,29.9,57
3279,192.2,20.4,56
3609,142.47,30.11,68
1567,125.4,22.68,55
2811,88.4,21.6,57
1831,160.2,30.4,46
2517,186.7,35,69
2288,186,39.12,60
1369,146,20.4,66
3950,134.6,24.8,59
1787,88,16.6,51
5467,112.4,29.2,59
5310,145.1,23.75,63
2826,98.4,18.8,60
5679,188.8,24.33333333,60
315,143.6,24.6,50
4795,146.93,25.6,59
3569,146.4,31.7,61
1155,131.53,35.72,47
5025,127.4,22,50
2221,34.8,10.6,38
338,141,23.6,52
2803,132,16.6,47
4105,161.5,21.9,58
1859,145.6,41.68,60
2703,159.7,27.87,52
431,184.1,19.4,57
2400,154,25.2,61
4713,159.8,33.38,60
2171,190.6,26.2,61
1581,134,29.7,51
5592,103.1,23.35,34
3227,140.2,38.3,47
229,165.6,30.2,50
1215,150.2,26.9,53
3356,110.6,31.4,50
5930,120.2,21.7,47
4904,147.6,28.6,72
1341,146,21.4,63
2401,127,27.8,37
3407,126.48,20.06,57
3895,154.5,33.3,63
5990,139.8,28.87,43
3087,127.8,30.82,65
4340,166.2,24.4,68
3741,163.5,21,47
2607,115.2,36.7,46
5284,148.92,35.21,64
2797,101,25.4,59
3325,160,21.6,55
4629,165.4,24.5,61
5332,166.4,26.25,89
3772,177,40,59
2235,151.8,29.8,55
624,151.3,25.4,55
5663,122.6,23.4,48
4597,180.9,28.9,62
6041,81.73,9.12,96
475,177,23.84,60
2616,98.2,38.9,43
4458,157.4,23.2,61
2981,92.28,24.26,42
4437,183.9,34.39,59
3642,155.7,35.65,73
5415,139.3,36.9,34
2044,205.6,32.66,71
709,167.8,26.3,73
5257,168.5,22.1,62
569,127.2,34.3,42
1102,169,29,56
2688,127.8,24.26,55
3284,172.4,29.2,57
5169,142.4,31.9,64
4610,198.3,27,65
2507,144,26.6,61
506,226.8,33.7,63
187,177,31.8,51
793,117.1,24,39
1090,161.26,33.23,70
643,155.2,15.9,53
532,166.6,27.6,58
1697,115.8,28.9,48
4681,191.9,27.25,76
2284,158.5,23.3,67
4205,116.4,31.6,69
3104,119.6,40.1,49
3316,162.4,26.6,54
1169,136.6,25.4,70
1208,167.3,25.4,68
5371,149.3,28.2,49
5133,122,28.8,67
1332,177.2,35.2,64
2304,176.2,28.7,53
2057,147.7,21.5,63
3655,165,30.7,61
5013,144.27,22.87,74
5645,201,29.3,59
1326,147.4,26.4,60
454,125.4,20.4,55
3453,134.28,34.14285714,50
5278,175,31,NA
2782,104.8,15.5,40
4842,156.5,32.1,50
4673,151.8,37.7,60
161,159.6,34.8,50
5005,127.192,21.8,74
5670,158.0666667,22.26666667,62
3777,138.4,27.2,54
4756,159.92,32.35,80
1959,120.2,21.9,63
1012,183,32.2,55
236,165.2,36.4,47
1123,222.4,36.38,63
1492,153.8,36.4,76
2670,118.6,19.4,64
88,105.6,23.6,63
6056,170.8,24.55,60
5761,158.6666667,27.33333333,62
692,159,22.4,58
4777,138.54,28.13,74
2831,100.4,17.6,62
848,183.2,15.89189189,72
5246,160.6,29.1,68
4544,200.6,30,68
3024,141,27.1,76
566,125.2,37.2,43
73,174.8,33.7,57
6,149,30.66,63
4825,170.4,33,65
522,210,27,110
1964,159.8,21.7,61
4336,246.33,33.67,66
3679,199.4,37.6,57
2592,129.6,25.5,50
3676,162,29.5,75
2785,122.5,14,84
3428,159,36.66,61
361,156.1,29.1,59
5979,141.75,18.46,40
4930,128.4,27.93,73
5996,168.62,25.48,52
850,212,43.5,58
1183,139.1,22.6,69
4208,179.4,29.4,73
717,188,25,61
199,172.6,31.2,52
4426,168.7,26.3,66
4471,108.4,22.4,65
4194,91.4,23.48,40
675,145.6,34.2,45
4348,185.1,26.2,59
847,172.2,14.79487179,75
1735,96,15.6,66
4070,150.38,24.93,63
4289,135.7,19.05,67
2148,146,31,58
1988,155,29.6,65
3913,182.4,27.2,61
1654,145,23.4,59
2902,128.2,26.58,59
201,154.2,38.9,57
1772,86,19.8,49
4729,201,27.3,66
3944,152,29,65
2357,172.132,21.2,70
2568,110.4,32.5,59
137,164.8,22.9,66
2292,169.1,32.6,68
706,105,15.6,42
1908,155,26,63
2960,134.6,30.15,53
598,126.4,27.52,60
2076,163.4,29.1,68
4465,179.6,42.55,68
5478,112.6,34.21,38
3249,211.2,26.6,57
3494,201.4,30,55
2870,195.3,30.8,59
4172,124.3,16.3,67
2519,215.4,41.85,56
2692,158.52,24.2,63
3618,169.53,34,63
1562,154.8,27.96,58
302,143.8,36.2,51
2884,126.5,21,63
5404,107.744,17.32,59
4545,197,29,68
773,123.6,19.8,47
2007,197.2,36.35,40
209,148.2,31.4,53
3585,179.6,38.4,76
1360,207.6,29.2,72
4776,165,31.3,52
4580,188,39.5,73
1229,118,20.1,56
4897,140.87,32.93,74
3311,213.4,31,59
1572,158.4,25.64,65
404,86.4,23.6,40
1342,224.8,25.8,61
5420,148.95,31.94,27
5453,129.875,26.06,36
524,142,28.4,65
752,125.9,19.5,53
2388,135.4,22.4,68
4086,143.67,29.02,64
394,88.4,25.6,51
5042,145.47,26.73,59
4604,168.6,27.2,61
2223,154.8,23.25,59
5166,154,30.8,71
1906,153,22.9,58
3140,126,30,53
3308,216.4,28.2,60
2254,197.4,36.8,61
3044,158.16,32.12,49
494,183.6,26,72
1019,174.2,27.3,70
2497,191.8,34.16,70
1500,116.4,22.7,31
2317,160.6,37.43333333,57
2483,141.6,37.3,61
2454,214.6,38.3,79
5763,127.6,25.4,102
1461,180,28,57
3882,96.6,22.8,47
2933,102,17,61
5611,130.4,22.6,61
6042,178.4,16.55,52
4632,151.6,28.3,61
4480,160.9,28.77,62
1463,150.7,30,59
642,170.1,27.2,61
2010,153.3,35.34,63
3917,172,26.3,54
777,123.4,20.2,59
1852,128.5,19.55,52
2697,144,24.7,54
4213,117.8,34.6,60
4704,143.47,22.5,71
2699,149,23.6,61
5948,125.8,26.4,49
4626,171.6,28.6,59
4973,158.33,24.27,68
6054,200.2,35.2,80
2245,173,28.12,56
5450,143.35,26.46,38
3647,155.7,27.75,70
4831,177.577,34.98,66
4293,131,17.1,60
4453,187,42.35,78
4410,182.1,37.4,71
1887,192.2,22.5,56
1024,154.4,26.98,50
509,162.1,33.95,65
4871,130,38,73
5074,153.4,24.5,59
6006,155.8,33.26,47
3985,136.4,27.4,56
4978,187,30.6,62
2626,88.4,27.5,51
2476,150,30,63
5916,71.83333,19.66667,49
3235,205.8,24.8,57
697,133.2,26.2,45
4530,150.9,26.04,63
3601,164,20,70
1662,142.2,26.76,55
2017,123.88,26.3,73
3098,133.6,38.4,49
4241,138.8,28.2,39
1935,190,23.9,61
378,154.4,39,56
3403,176,26.7,45
4242,119,21.6,68
3281,163.06,20.46666667,68
27,141.67,28.13,50
3615,148,19.4,63
1467,153.8,25.6,59
4553,148.834,30.2,63
3822,148.2,20.6,68
2873,88,16.8,45
3198,157.2,40,48
5244,197.8,27.8,58
6025,190.1,22.49,49
3114,147.2,32.88,44
5256,170.3,28.3,91
5291,175.3,15.3,77.5
4254,152.2,28.4,49
6055,155.8,24.8,43
4723,166.6,29.15,72
2983,102.4,26.68,46
4720,173.73,34.67,63
2566,176.2,32.83333333,68
2917,114.4,17.2,57
4781,143.53,24.73,64
311,126.2,30.8,48
5231,178.4,32.5,73
1866,161.6,28.4,59
1927,176.2,24.7,64
2649,139,6.7,56
78,152,33.5,68
4814,131.53,25.86,66
1353,207,22.2,67
2108,123.2,30,64
2551,126.4,22,73
2949,129.1,32.3,53
4050,229.6,26.35,68
1414,144.4,23,44
5699,105.6,15.8,35
4390,194.2,28.8,74
2158,128.3,16,95
2548,NA,NA,NA
3604,164,31.8,64
1163,143,33.88,59
2896,145.2,20.88,51
4218,159.4,34.2,65
744,149.7,28.8,67
3622,120,12.6,39
2089,177.54,32.18,60
5951,125.2,23.2,46
1375,153,22.8,68
3716,191.4,29.2,62
4256,101.7,17.7,56
4543,204.02,21.9,85
1605,104,29.1,46
4247,165.6,12.3,50
1976,167.4,24.4,60
5011,126.13,21.13,59
2549,105.5,24.1,79
5442,154.05,39.31,27
3404,147,30.6,45
5132,153.4,27,61
1895,148,20.2,54
2498,194.2,33.66,62
