"GBSid","PH","LW","FT"
5966,168.5555556,19.22,50
5679,188.8,24.33333333,60
2070,158.76,29.4,58
4222,181.4,37.1,56
4496,155,23.75,65
2670,118.6,19.4,64
4158,116.3,17.6,67
1389,176.4,21.8,76
4806,144.2,17.87,60
1866,161.6,28.4,59
1040,210.6,33.66,62
291,93.2,26.2,39
1314,205.8,37,69
4091,174.2,33.8,63
3779,149.7,28,53
62,146.8,35.4,66
6021,197,23.66666667,52
60,206.6,38.1,66
3204,144.8,36.68,46
3928,175,31.6,59
2131,184.6,32.06,75
3660,199.4,31.7,67
5754,175,23.2,105
2249,155.2,25.5,60
2437,128,17.8,77
2620,100.8,31.6,45
2048,188.86,35.88,64
4388,179.8,26.2,59
2677,150.4,19.6,67
1449,200.85,29.4,64
161,159.6,34.8,50
1873,183,24,55
818,151,16.8,52
4089,150.55,32,65
4418,180.66,26.83,59
792,145.7,16.3,55
724,114.7,25.5,63
2650,150,34.6,78
3073,134.7,32.66,51
5960,173,23.57,48
1593,155,33,84
319,143,28.4,58
3020,136,32.7,51
380,159,25,64
624,151.3,25.4,55
4444,159.4,32.2,64
1166,153.8,32.4,58
4423,158.5,20.7,58
2750,110,13.4,43
1544,113.2,20.36,44
1690,128.4,22.1,NA
1212,125.9,25.5,53
789,161.8,26.9,60
2979,129,26.4,61
3758,180,31.6,71
3060,177.2,37.68,55
5699,105.6,15.8,35
797,145,23,75
1556,100.2,18.56,44
1003,151,33.1,63
3307,175.4,17.2,52
5149,125.4,29.2,55
4898,115.73,26.73,57
5410,150,33,60
1185,117.7,13.5,58
1580,142.4,33.4,53
5130,137.4,26.2,53
173,175.2,28.4,70
1678,152,19.8,49
139,133.5,31.8,59
3054,178.02,31.3,59
4153,139.8,11.4,50
3380,199.6,28.5,46
5589,123.33,35.11,27
4315,148.3,30.5,48
2516,150,32.4,69
1285,186.27,31.53,52
4168,130.4,29.5,67
183,156.4,33.9,54
1723,169.67,31.17,60
1652,124,22.6,59
1445,240.8,31.9,69
5003,115.6,24.2,69
3601,164,20,70
3853,132,28.1,61
3214,135.4,35,45
3363,135,31.9,47
1863,203.4,22.7,57
4281,167.1,35.1,55
1130,193.2,32.8,54
4937,158.67,27.47,60
2977,101.32,27.6,45
3207,148.8,36.2,46
1743,89,17.1,68
5066,192.2,24.4,63
5415,139.3,36.9,34
1933,182.4,18.1,60
4060,148.2,28.4,59
77,94.5,29.8,65
4119,125.3,19.3,56
1156,148.92,35.21,64
5134,144,23.5,80
6034,171.5,22.05,49
1753,207,24.5,67
1515,125,27.6,48
1567,125.4,22.68,55
242,174.6,43.6,50
1128,173.8,29.88,54
636,159,21.3,46
1106,166.2,30,55
1752,83,17.8,51
2447,167.2,20,70
1851,148,33.6,63
366,187.8,25.5,64
3241,185,29,53
1001,217.2,37,63
3969,150.606,34.42,61
3807,152.2,20.5,61
2161,133.4,34.93333333,59
1503,131,34.54,48
5958,143.6,17.79,43
1338,141,30.4,60
1691,162,24.4,69
2862,116.6,20.5,63
5023,132.67,20.87,50
1975,168.4,32.7,63
586,136,23,32
5226,251.8,22.1,106
2947,110.6,35.15,53
557,113.8,30,40
3572,164,22.76,64
4926,140,29.53,53
4287,150.8,40.25,50
5952,NA,NA,NA
4621,175.4,30.2,61
2712,143,25.8,58
4779,181.7,33.1,60
2757,121,18.8,63
3030,112.4,21.5,39
2595,135.2,28.4,53
331,148.2,22.8,42
1484,141.8,24.68,48
4591,180.6,31.8,61
544,191.3,34.6,57
2472,NA,NA,NA
1145,148.6,21.5,53
6040,132.5,18.95,34
4622,177.4,32,61
5079,216.4,27,78
1497,122.2,25.54,48
3714,156.9,32.85,62
4833,145.1,35.1,63
4197,161.4,29.6,53
2345,171.6,28.2,44
2599,96.5,33.3,50
3608,145,32.08,56
5627,106.6,19.2,61
3074,149,36.58,68
699,115.4,25.7,61
3746,165.4,27.5,57
1136,155.3,26.1,64
2879,75.8,12.1,48
774,142.8,21.6,60
5473,121.6,27.86,30
2092,199.68,29.9,58
2025,139,21.5,68
2527,205.8,34.06,63
4261,99.4,28.32,60
425,155.2,29.6,60
1734,90,19.4,51
1361,227.4,35.08,65
5177,102,19,57
5917,115.8,26.7,44
5094,220.6,31.2,77
3594,159.1,29.55,65
4224,130.1,37.6,45
3579,164,10.9,61
1466,173.7,34.7,63
1006,133.3407373,33.22693407,58
4743,183.47,28.01,64
3863,176.7,23.7,60
2591,100.6,35.2,46
1441,188,28.9,55
4356,173.4,22.5,58
6007,151.3,29.88,48
1122,160.2,36.68888889,62
4132,120.8,34.6,72
5106,146.4,20.9,73
4773,138.7,18.5,62
3265,134.4,30.8,67
488,138.6,31.2,51
1194,104.8,18.8,71
2980,113.6,25.7,59
2519,215.4,41.85,56
3941,179.5,24.4,64
1114,225.2,34.62,59
1682,118,15.6,45
239,132.2,29.6,50
1121,178.8,25.74,58
112,248.2,31.3,66
5927,100.2,26.3,51
6004,154.3,36.55,51
5997,195,23.4,51
3268,148.8,19,53
4891,146.73,30.8,57
56,186.8,33.8,62
1191,140.1,21.8,67
4439,174.6,27.3,60
4811,176,28.9,59
2543,158.2,35,65
1788,116.2,19.4,68
1862,194.8,34.4,65
3687,194,38.6,57
4809,120.47,21.33,59
1358,154.6,25.4,55
1291,163,19.86,62
793,117.1,24,39
2709,85.8,9.4,65
1917,156,25,40
4609,230.8,35.5,74
2836,95.6,20.6,69
1201,103.55,14.26,47
3649,234.6,30.4,78
4602,170.2,28.7,68
1539,150.4,25.2,54
158,127.3,18.6,51
1555,145.8,25.32,55
1370,147,32.4,67
2444,161.8,22.6,66
20,129,24.8,51
377,168.3,30.7,57
1450,156,40.8,68
4350,177.8,26.37,64
2059,144.6,27.52,66
3346,132.2,24.7,51
643,155.2,15.9,53
4317,143.4,37.84,64
1897,142.2,22.2,85
2034,178.62,38.08,60
4627,154.2,28.6,67
2293,147.1,29.2,68
90,215.3,26.3,61
4914,121.67,23.33,77
4358,168.8,39.7,65
1582,131,29.46,51
107,207.6,32.3,65
2807,101.8,20.2,61
4855,155,26.9,67
283,196.4,24.6,68
1695,131.9,37.7,44
4663,135.6,24.3,52
4333,232,35.47,68
5657,90.2,17.4,57
450,123.4,20.6,47
3064,162,34.58,59
3636,155,19.7,76
1490,144.6,30.22,48
5569,142,30.3,69
2991,149.2,16.62,43
3018,130.2,24.5,46
4653,133.9,20.5,67
4173,172.7,23.4,70
1354,214,29,88
3688,210.2,41.2,63
192,140.6,32.5,54
2486,207,39.1,69
5303,147.01,20.1,58
1602,129.4,32.3,59
4671,155.87,28.77,65
1777,88,17.2,50
1311,174.2,28.9,69
1168,141.73,27.53333333,54
4619,111,26.7,73
2300,184.6,28,64
5979,141.75,18.46,40
4934,127.33,27.6,41
2002,125.8,31.6,56
4003,164.4,31.7,52
2252,197,28.3,64
5405,150.6,24.25,53
1660,99,21,45
3232,128.2,38.5,53
2045,141.9,16.74,48
3859,157.8,19.5,101
2450,186.2,41.2,64
2254,197.4,36.8,61
3168,147.6,35.28,50
1756,116.8,46.6,47
4044,170,32.7,61
187,177,31.8,51
3317,142,37.2,63
1229,118,20.1,56
4144,145.2,27.6,50
3312,207,29.6,53
1175,178,34.63333333,64
1700,103,15.4,59
4771,107.53,29.32,67
4218,159.4,34.2,65
3147,117.8,42.92,49
6002,110.5111111,18.65555556,42
3314,191.4,34.8,55
5766,114.2,20,58
651,125.6,24.6,52
6026,124.9,20.5,61
1692,161,24.4,72
5013,144.27,22.87,74
1770,104,18.8,50
1530,157.6,29.62,68
4825,170.4,33,65
1396,93.1,24,60
5137,197.2,39.2,62
5676,137.5333333,20.73333333,61
3427,167.8,31.72,64
5579,179.5,30.5,73
2379,160,17.4,58
2784,94.58,15.1,82
1659,150.4,29.26,50
1008,222.2,37.3,63
4194,91.4,23.48,40
2160,148.9753086,32.73,54
3287,210,24.5,66
1,149.7,25.1,62
4121,173.6,26.4,60
1853,137.9,32.65,58
2578,148,28.52,59
5273,179.65,35.63,59
3213,130.6,41.2,49
713,130.8,17.7,62
6,149,30.66,63
424,196.5,29.7,63
1140,155,15.6,58
709,167.8,26.3,73
561,147.8,27.6,78
2244,159.3,29.5,62
5987,151.9,28.4,43
1204,114.3,21.5,69
728,185.4,32.4,51
5147,142.6,24.88,68
6020,172.4,23.82,42
7,177.2,29.3,66
1709,90,17.4,49
4798,241.7,31.37,115
5081,149.2,23.8,63
1028,167,38.15789474,64
5622,129.6666667,19.86666667,63
5093,228.4,29,78
5944,123.3,24.9,51
1570,144.6,24.32,57
1105,165,31.4,57
4544,200.6,30,68
1989,162.4,22.6,59
1423,146.733,33.26666667,49
4343,196.3,28.8,58
2877,102.5,11.4,51
2242,182,36.46,67
3827,165.2,24.24,59
2999,145.5,25.3,49
4375,145.534,24.5,57
3843,187.2,31.7,56
4279,136.8,20.6,70
2095,186.74,27.38,63
154,128.7,24.9,66
1464,145.1,32.85,58
4412,125.1,17.2,67
3795,176,28.2,61
412,157.6,28.7,57
2448,150.8,28.1,66
2003,137.66,11.64,61
5422,142.05,32.6,36
2540,174,31.3,61
17,145.07,28.4,50
5544,183.3,31.3,79
4299,182.5,31.9,68
3747,176,28.3,63
2965,91.05,36.7,59
517,190,35,85
2608,92.2,18.1,61
2998,177,26.375,47
3900,119.376,16.2,44
4209,135.8,35.48,58
4405,171.1,26.5,64
3043,155.44,38.9,63
2562,170.7,35.2,68
5763,127.6,25.4,102
5995,171.9,17.75,41
5198,167.8,31.45,78
5728,127.6,19.86666667,60
1967,155.4,25.6,64
395,109,26.7,61
2335,172,29.6,57
2231,131.3,31.7,56
3996,171,30.8,67
2570,184.5,32.84,68
1778,97,16,51
3943,173,33.7,68
4156,110,15.8,65
3598,152.4,34.08,56
5462,140.2,37.69,32
1653,128,23.8,61
1704,140,19,56
498,180,27.24,64
803,175.2,19.7,67
3650,147.3,39.8,69
4361,168.1,34.3,57
5574,160.5,35.4,79
1807,103.4,20.5,70
4043,147.7,21.4,61
2005,182,26.4,64
2496,130,25.9,75
3004,135.2,29.1,52
5315,108.7,18.96,40
4240,115.6,12.5,46
3742,170,26.6,57
4831,177.577,34.98,66
2060,192.8,18.53333333,66
799,106.2,19.3,54
1498,142.8,26.9,48
89,143,26.2,58
3623,193.4,22.8,52
5484,138.2,7,67
1645,112.5,13.6,60
4586,187.4,28.8,68
1727,84,13.8,46
4598,187,27,64
1363,150,28.2,70
4247,165.6,12.3,50
1343,208.6,29.88,74
4718,154,25.2,66
1225,126.1,23.2,52
3180,133.4,32.3,47
4068,159,37.7,57
1461,180,28,57
3877,126.8,16.9,49
2130,144.2,21.04,53
2067,182.82,31.34,60
1075,177,26.6,63
3100,145.4,26.44,70
3126,145,35.18,47
4479,172.5,24.85,73
5421,139.075,23.1,38
1600,127.8,38.9,55
5577,148.8,25.8,77
4870,186.1,28.6,148
4175,95.45,30.9,39
2791,121,23,57
613,109.6,15.6,59
2053,188.64,28.9,61
1205,95.12,15.65,46
3467,171.8,23.6,52
827,155.2,18.9,68
1306,151.6,31.4,71
3876,169.2,21.4,66
3691,175,29.38,73
5077,208.2,28.8,66
5309,134.1,20.7,59
4295,173,31.4,62
3775,149,27.2,71
3109,146.2,42.12,49
5969,236.875,30.375,92
3293,170.4,34.6,60
1020,158.4,31.3,71
3830,154.6,31.5,54
3231,144,36.76,49
4820,171.5,33.5,60
578,144.8,34.9,41
144,146.7,32.8,59
3675,162.7,28,57
1708,177.2,41.2,52
820,124.4,16.4,85
5438,122.7,41.27,35
4353,213.1,42.45,77
457,195.5,34.5,87
2690,161.64,24.56,40
3538,218.8,36.7,62
3311,213.4,31,59
1943,185,18,60
114,166.4,26.6,63
3605,108.4,33.2,45
1992,153,30.1,65
3253,139.19,26.71333333,59
2536,148.6,30.06,56
206,127.8,23.5,60
5936,167.6,19.9,59
2594,91.7,33.7,43
1624,150,35.9,66
3303,202.6,21,51
3210,138.8,37.6,45
3703,168.6,28.7,68
1247,165.8,37.3,70
51,98.5,20.3,65
2082,166.44,38.26,50
3653,175.1,33.6,77
3261,185.2,27.8,56
5223,170,28.3,65
4651,170.2,26.2,67
1977,179,18.9,60
3929,140.63,35.63333333,56
3037,118.8,36.5,64
1775,117,22.6,61
5932,134.1,22.1,50
3414,137.2,20.66,46
2290,153.2,35.35,60
224,147.8,21.8,60
254,164.8,34.6,50
5097,162.3,27,83
3571,192.2,33.98,61
2344,187.987,23,65
2768,89.6,18.9,73
2769,80.3,9.3,35
5351,132.15,25.1,67
3225,128,33.4,46
2896,145.2,20.88,51
1592,163.6,26.66,58
3604,164,31.8,64
5701,97.4,24.4,56
475,177,23.84,60
3238,164.2,21.6875,51
3205,126,26.8,48
3961,132.6,17.7,56
784,138,19.4,59
3663,197.8,33.3,70
3080,143.3,41,61
3903,139.3,33.6,72
5986,130.2222222,27.03333333,36
3845,163,29.2,65
1488,129.2,31.2,56
98,217.8,33.2,67
2015,136.1,28.84,65
2257,178.6,34.5,61
3044,158.16,32.12,49
4302,194.4,35.6,63
2927,114.4,26.3,67
1874,191.4,26.1,62
1147,165,32.94,65
2360,145,24.6,63
3377,160.2,28.3,39
2633,152.4,21.8,64
2783,100,19.4,64
4211,154.4,34.5,63
1881,210.2,21.8,68
3318,125.86,36.42,55
3212,131,35.4,44
3273,86.9,33.52666667,54
1401,121.7,28.3,75
4990,167.857,30.87,56
2906,169.6,32,68
1091,198.4,31.58,63
1420,184.4,28.3,77
432,146.42,24.78,65
1444,174.2,25.2,71
3977,168.4,35.32,55
5340,134.205,18.5,64
4372,179.7,44.8,66
4170,116.2,31.3,49
2234,150,33.9,67
4374,171.5,19.6,67
5740,164,27.4,60
5654,153,24.7,78
4457,206.36,36.03,62
4944,133.27,29.47,59
2494,121.7,24.6,NA
743,174.2,42,53
3933,148.6,31.72,45
1805,106.8,18.1,52
4458,157.4,23.2,61
3026,97.5,32.4,45
3185,127.2,41.62,50
5973,172.1,24.1,40
390,130,26.4,58
4824,149.2,25.7,68
3422,189.2,29.58,68
2663,210,40.6,58
4230,165.3,40.4,60
2404,178,20,71
147,188.8,32.4,54
5404,107.744,17.32,59
1398,118,12.8,54
4871,130,38,73
2601,100,36.5,45
4977,189.27,24.8,56
2153,155.8,19.1,60
1800,126.6,20.2,42
4514,140.71,23.9,56
2334,211.4,31.76,56
4093,103.6,19.8,52
448,178.6,17,50
5389,236.4,35.8,83
3304,168.6,26.6,56
594,148.6,29.72,58
3178,146.2,35.7,50
251,191,41.8,52
4203,133.8,24.3,40
1647,149,30.7,64
4085,196.2,34.8,62
156,167.8,27.4,55
5334,100.5,23.6,63
1448,176.38,30.94,70
539,172.6,20.82,56
1759,96,20.6,51
3629,112,13.7,69
5476,104.8,33.87,38
259,150.6,19.9,65
1010,153.2,36.6,63
4115,112.3,27,50
4764,194.6,35.25,69
823,126.4,15.8,65
4577,155.73,28.25,66
3128,149.4,33,42
2324,128,25.9,64
2876,105.2,13.5,49
3787,155.2,32.4,65
2614,103.6,34.8,43
4428,159.8589,28.83,65
730,128.3,28,71
1758,97,19.6,48
2982,106.78,29.4,50
3367,151,30.7,57
2260,161.6,33.6,76
3157,151.6,36.44,47
4529,178.1,27.8,58
2172,150,25,57
3202,139.9,35.18,49
4860,160,28.3,62
1954,172,19,57
1131,146.8,35.26,52
4260,134.2,32.1,71
2402,207.6,39,67
353,175,29,55
360,166.2,32.2,62
2155,231.2,23.7,68
460,116.8,20.6,55
2080,208.98,36.74,55
2926,147.75,21.18,46
4953,112.07,27.6,77
5313,111.1,22.05,63
1027,157.4,24,65
3835,160.4,19.2,67
5633,110.4,13.2,43
2485,174,29.6,73
1651,159,27.4,85
1169,136.6,25.4,70
4650,113.2,24.5,70
2843,118.6,13.5,68
5946,89.4,22.4,51
2722,110,17.7,64
5234,137.2,20.45,73
4008,120.4,16.2,49
3290,197.6,28.8,56
2559,136.2,27.7,70
5180,164.4,41.4,59
1215,150.2,26.9,53
53,117,27.2,62
2669,92.5,10.9,84
4347,156.7,26.2,56
5477,119.7,33.59,52
3063,140,28,51
1327,159.7,28.76315789,66
2098,153.6,23.2,62
5907,114.9,19.4,58
222,157.2,23.4,60
5360,120.7,24.9,51
3620,159.53,33.12,58
1395,105.8,20,46
2049,139.3,26.7,62
674,136.7,19.6,55
1224,131.4,28,88
5257,168.5,22.1,62
1408,125.8,18.4,43
4079,155.6,17.4,49
5322,131.2,24.15,60
1048,171.4,37.6,64
4266,109.2,28.2,55
2509,171,34.2,66
5963,184.7,29.24,43
406,154.6,27.9,51
5350,108.1,21.45,46
5734,186.6666667,25.2,63
3313,187.8,28.2,62
3635,121,9.2,61
480,174.6,34.4,66
5175,129.4,27.72,62
5300,149.1,29.79,61
2221,34.8,10.6,38
64,212.6,30.3,63
4817,136.4,38.3,61
3000,138.16,16.24,43
5328,170.8,20.45,76
4477,139.12,13.9,69
4406,146.6,29.24,62
607,133,19.7,52
3806,179.6,21.96,63
5112,155,29.1,45
3814,185.8,29.2,65
3762,174.6,31.9,61
4843,159.6,33.7,59
2492,199.4,33.52,60
4221,135.8,30.8,67
1209,118.6,24.6,62
3686,210.6,37.6,62
501,184.6,35.1,67
365,146.7,25.5,63
1886,196,32.6,60
1479,157.8,29.6,54
4641,130.8,27.6,62
2658,126.8,16.37837838,35
1096,219.8,35.84,59
4892,137.27,25.13,53
1432,159.1,33.1,74
1120,164.35,30.8,70
1522,146.6,29.2,58
5597,150.25,20.5,77
1039,168.3,30,49
2030,154.98,24.54,64
4236,138.8,22.2,91
149,170.8,28.2,53
2593,114.7,36,50
5642,105.4,23.7,61
3861,154.4,28.22,56
3011,147.8,22.3,56
4088,133.1,31.7,70
3089,114.8,39.3,52
533,154.4,31.65,62
3916,164,27.16,61
2839,95.4,26.4,61
4177,111.6,39.35,48
5661,189.6,27.8,78
2688,127.8,24.26,55
5173,126,30.3,61
3679,199.4,37.6,57
3971,172.3,29.36,69
2798,142,25.2,80
5710,162,22.2,61
2916,126.4,23,56
4520,156.5,29.5,60
2776,97.4,16,59
431,184.1,19.4,57
2468,119,32.25,48
134,213.4,25.3,62
2934,110.6,18.6,42
3033,140,30.4,62
4285,168.3,36.65,65
4966,143.27,29.87,50
342,123.4,23,48
4308,165.741,32.75,58
1966,151.98,24.96,71
1044,155.6,29,61
73,174.8,33.7,57
4052,121.2,31.8,78
595,117.2,36.24,43
3156,135.8,34,53
1913,160,20,66
2018,159.8,21.36,65
5672,139,24.86666667,62
1835,116,25.7,52
666,106.5,23.9,39
4187,107,10.11,56
3239,169.8,14.41441441,57
1351,145.75,34.53125,65
5323,119.925,23.75,59
3574,168.5,33.1,89
2680,163.92,8.72,66
5299,148.2,32.7,75
5992,143.5,28.78333333,51
417,168,28.7,59
2328,180.2,39.3,61
1668,126,22.2,59
1410,141,25.2,50
1694,144,12.5483871,71
4214,175.2,23.4,76
5443,125.2,28,23
2550,125,25.8,57
5228,160.1,33.7,71
2351,191.2,30.8,58
1664,128.2,32.6,44
4297,173.73,36.96,74
1846,116.2,19.5,96
3658,155.8,33,67
3804,134.2,25.28,54
2361,143.07,33.2,63
5348,141.7,18.9,43
3931,129,24.6,81
2881,110,20,46
2491,179.2,31.9,68
588,85.4,14.3,40
3423,117.2,19.8,56
1721,115,16.4,53
5548,136.6,22.3,90
5481,136.1,33.52,40
1403,116.6,32.9,57
5213,118,25.8,62
1380,201.3,23.4,78
2830,97,22.8,73
5743,143.6666667,21.6,50
45,155.4,31.2,65
1031,139.6,30.6,55
4856,140.5,27.5,67
5312,137.3,20.45,58
4538,203.01,32.73,79
1945,160,20,49
2931,117.2,20.4,52
1087,121.18,29.77,50
2940,110.65,26.5,48
5373,160,30,NA
4850,155,32,70
67,185.066,37.86666667,67
3402,158.6,27,45
1324,128.52,33.92,51
3817,140.2,24.22,56
314,88.2,27.29411765,40
4807,177,38.4,61
3791,165.4,39.9,66
205,209.2,24.9,58
5475,112.7,36.68,36
1885,197.4,23.5,65
167,152,40.35294118,47
3032,113.4,34.6,60
5455,115.25,24.98,35
3336,162.72,24.16,60
4708,131.5,36.5,49
1559,131,34.74,51
1115,162,34.8,62
4530,150.9,26.04,63
2350,156.2,33.6,65
3812,153.2,29,68
4883,193.6,35.2,63
2458,158,29.1,60
1850,99.5,32.11,30
757,103.9,21,48
1199,125.6,22.7,60
2501,160.4,25.8,NA
3174,128.4,33,48
5705,109,19,101
1393,179.1,32.2,60
801,124.1,26.2,65
2735,165.7,32.36,69
2157,170.67,33.23,72
3609,142.47,30.11,68
5233,168.018,28.5,65
6055,155.8,24.8,43
4417,153.507,31.48,66
5242,180,29.5,55
5346,148.64,20.15,53
2174,165.2,27.6,61
2576,194.6,34.2,63
4447,268.1,24.8,96
2445,161.6,29,60
1755,89,15.8,59
5029,128.2,18.53,63
1425,168,30,54
622,129.6,20,51
3695,162.6,31.7,61
2549,105.5,24.1,79
3390,126.5,23.56,57
1598,163.6,28.9,59
4829,165,30.4,57
3765,157.2,28.4,69
2775,116,23.2,36
3883,114.4,17.5,41
5914,119.9,23.9,64
4521,171.2,26.4,55
310,136.4,28.8,54
5750,110.2,16.8,49
3972,182,32.6,68
4331,192.53,31.73,52
5359,135.8,22.85,59
196,134.1,27.1,66
5162,124.8,17.4,53
722,149.6,20.6,58
3327,171.8,18.38,56
1117,201.8,29.6,57
5120,142.96,27.9,83
3669,135,22.3,55
1543,116.6,20.76,51
5553,93.1,19.4,81
1564,150,30.6,61
1341,146,21.4,63
571,121.6,34.2,35
2917,114.4,17.2,57
3106,139.4,38.4,47
4482,155.2,30.9,63
1093,179.61,37.59,68
4335,136.6,36.5,55
1146,150.4,25.58,53
143,125.8,24,67
3012,156.6,32.2,38
826,167.4,20.8,65
4241,138.8,28.2,39
2739,128,32,38
3461,157.738,35.8,44
4341,160.1,31.1,69
210,151,36,56
3884,156.8,19.2,64
5155,113.8,27.04,45
1793,147.4,27.14,60
3334,129.8,29.4,52
4635,102.2,27.8,73
4581,191.9,27.25,59
3338,155.36,18.82,59
4310,178.5,34.7,58
354,106.2,31.6,53
5291,175.3,15.3,77.5
4589,190,27,72
3175,151.6,34.46,50
4440,178.32,25,60
1471,137.4,37.8,57
1196,125.9,18.7,65
729,155.9,19.4,75
1018,147.3,28.7,66
3651,187.4,36.6,80
5623,114.5333333,19.8,61
2774,101.28,21.3,26
4633,183.8,30.7,61
1076,192.1,27,67
3379,146.8,28.8,46
2893,139,24.2,50
5072,215,20.4,84
2631,139.33,35,56
717,188,25,61
3354,105.8,10.31578947,28
4918,134.8,29.27,55
1034,176.13,33.34666667,60
3770,150.4,34.8,57
632,142.3,26.8,52
5272,167,33.8,65
4354,192.2,36.85,71
3058,166.8,35.6,55
4149,214.7,30.6,87
1798,177.8,24.8,47
528,179.3,24.7,70
1180,136.3,13.6,68
3953,149.6,21.1,57
1414,144.4,23,44
2456,179,37.6,69
442,138.7,27.4,60
4278,168,34,57
4352,228.4,22.2,84
1958,175.2,27.5,59
604,130.3,19.2,54
2800,118,24.4,NA
5113,167.7,19.3,70
3645,209.1,39.3,79
4851,161,31.3,63
4378,191.25,26.8,82
1171,144.266,37.66666667,55
4265,148.8,31,55
5033,134.47,26.73,71
437,141.9,25.2,60
3088,150.7,37.02,46
1577,114.6,27,51
4542,179.1,24.9,69
4606,103.1,34.55,60
2654,137.5,13.5,NA
5030,115.13,18.27,66
285,150.8,27.5,60
5568,150.5,26.4,57
4722,180,41.3,52
367,139,27.6,61
2758,110,12,40
1852,128.5,19.55,52
4585,160.2,29,67
5440,176.8,41.35,34
2,177.1,25,60
2255,183.8,42.6,69
1673,117,21.8,61
2126,159.56,26.82,53
5084,182.2,26.4,52
4140,168.3,27.3,75
5108,201.8,29.3,74
3607,144.13,31.32,57
3297,180.83,25.08666667,68
4058,179,25.3,61
2304,176.2,28.7,53
1963,148,28.8,60
5069,187.5,30.5,78
315,143.6,24.6,50
1342,224.8,25.8,61
2616,98.2,38.9,43
5472,94,31.44,35
4096,172.3,19.5,69
236,165.2,36.4,47
2662,92,17.1,56
308,144.8,28.8,46
2452,177.8,35.8,74
176,131.4,33.6,53
3439,145.4,27.9,48
3102,149.6,35.38,44
1386,160.2,28,53
5985,150.4,22.63,46
1648,147.9,27.6,54
1135,135.3,24.7,57
445,153.72,27.8,57
2732,122.84,30.6,43
4208,179.4,29.4,73
118,172.4,38.7,66
3359,174.4,12.8,52
3584,168.4,36,74
4255,147.4,27,84
2796,133,22.6,NA
408,163.3,36.15,52
2870,195.3,30.8,59
1768,102.4,21.8,66
2792,100,15.4,65
1290,143,32.32,58
716,129,22.7,30
1080,145.39,29.93157895,68
4495,164.87,21,59
3237,147,17.35294118,53
3529,65.7,5.1,51
4399,170.5,43.15,76
