"GBSid","PH","LW","FT"
721,125.22,30.8,57
5608,98.46666667,21.6,61
2800,118,24.4,NA
5985,150.4,22.63,46
1486,137.8,44.2,61
4472,134.8,37,66
2393,141,24.2,64
1704,140,19,56
2716,158.4,27.2,62
5968,178.2,20.72,52
5719,132.6666667,21.8,60
4580,188,39.5,73
3976,139.53,34.61,58
259,150.6,19.9,65
2985,133.2,29.6,53
3216,129.1,35.3,47
4043,147.7,21.4,61
3841,131.4,26.9,55
5979,141.75,18.46,40
5303,147.01,20.1,58
2838,82.6,19.2,60
5996,168.62,25.48,52
3045,125,27.8,65
5305,148.9,24.1,59
3365,142.2,23.1,52
4067,146.4,26.6,60
420,153.6,34.7,55
2327,162.25,32.1,69
1791,166.2,23.52,50
5595,133,13.7,75
3466,177,29.2,52
5721,120.6666667,18.6,61
1222,162.4,26.7,54
3160,125.2,32.6,47
1291,163,19.86,62
4226,150.4,18.61,47
1858,155,27.1,55
5434,123.88,37.23,32
1507,129,37,50
1152,156.6,28.5,61
1903,157.4,26.18,43
5027,137.07,19.8,74
3849,170.2,19.18,63
5475,112.7,36.68,36
5270,160,31.4,59
1629,84,12.8,59
1441,188,28.9,55
433,128.8,27.4,62
3898,117,17.9,42
230,163.2,35.76470588,50
2670,118.6,19.4,64
3656,210.2,33.68,63
4393,152.5,23.07,58
5043,119.6,19.4,67
305,117.6,30.17647059,53
4224,130.1,37.6,45
3295,164,30.2,53
1746,195,37.2,46
5028,161.13,31.53,74
4803,136.8,21.47,59
1445,240.8,31.9,69
5665,211.4,27.5,70
1024,154.4,26.98,50
3919,134.2,30.2,61
1971,161.7,27.2,65
191,115.8,22.7,54
5443,125.2,28,23
3025,127.15,29.2,45
4272,97.68,16.3,60
4589,190,27,72
4103,191.3,22.7,72
3362,186.4,25.8,52
322,93.6,28,45
4713,159.8,33.38,60
1942,172,26.9,62
1733,110.2,40.12,34
4550,159.6,23.3,63
4480,160.9,28.77,62
1613,149,36,70
2520,153.8,36.3,59
1134,172.6,26.62,68
2892,150.2,24.62,55
1244,149.6,36.6,84
2018,159.8,21.36,65
661,201.6,29.6,58
578,144.8,34.9,41
6029,154.2,31.57,46
481,111.9,22.05,63
3149,125.8,39.02,50
3840,174,30.88,64
4063,144.6,34.05,87
2697,144,24.7,54
4133,154.1,16.14,68
1185,117.7,13.5,58
113,127.4,39.2,65
3830,154.6,31.5,54
5631,139.8,33.2,53
4834,157.4,36,63
357,134.8,29.4,50
1298,144,29.88,72
4093,103.6,19.8,52
2505,134.3,37,53
1067,176.7,24.4,62
1449,200.85,29.4,64
1762,146,27.3,61
5932,134.1,22.1,50
3623,193.4,22.8,52
3883,114.4,17.5,41
3865,160,35,68
2641,120,10,73
2039,126,26.2,67
3646,236.4,35.8,83
5209,167.6,27.5,65
3751,138.4,26.8,61
2619,86.9,21.1,34
3253,139.19,26.71333333,59
2707,113.86,24.86,53
274,179,37,50
308,144.8,28.8,46
2263,171.7,21.4,68
1596,102.5,15.5,31
1128,173.8,29.88,54
1581,134,29.7,51
2873,88,16.8,45
2330,165.8,27.5,62
1621,118.4,33.4,46
2565,165.6,36.7,69
4459,181.07,25.6,74
236,165.2,36.4,47
1139,148,24.8,61
2863,108.4,25,64
609,155,22.5,52
418,180,28.4,62
3582,156.1,34.9,70
1029,177,24,66
4168,130.4,29.5,67
3037,118.8,36.5,64
2699,149,23.6,61
4939,127.6,22.6,61
2827,98.4,17.8,61
1593,155,33,84
3256,200.8,28.2,58
3085,125,35.7,63
1913,160,20,66
5600,168.8,28.9,63
2927,114.4,26.3,67
2256,166.4,31,69
3376,161.6,28.7,59
5100,150.8,20.3,68
5370,169.8,33.6,68
5160,175,34.8,74
559,100.4,20.4,40
476,202,35.6,68
1642,117.9,21.4,54
4782,127.8,26.07,61
5955,97.9,31.9,51
3044,158.16,32.12,49
762,92.4,20.7,46
2969,97.9,31.82,54
2498,194.2,33.66,62
1705,115.4,16.8,71
2127,150,22.3,49
521,216.8,22,130
4665,156.688,38.5,57
5601,147.1,29.2,68
3089,114.8,39.3,52
1591,144.2,30.4,55
3948,192.6,37,54
3994,158,23,62
1140,155,15.6,58
534,156.6,26.75,56
2740,192.46,31.06,59
5431,101.84,39.22,36
4005,151.8,10.2,60
1680,153,21.4,69
1033,207.8,32.6,63
3083,175.6,22.22,57
1829,220.6,26.8,66
4918,134.8,29.27,55
3531,36,12.3,45
1742,68,12.8,46
2742,109.1,30.2,40
3750,140.5,23.5,58
4078,193.4,26.5,55
4938,138.6,27.83,56
3225,128,33.4,46
2779,107.4,19.4,48
811,191,15.8,67
5973,172.1,24.1,40
1814,111.7,18.9,56
1614,152.2,39.6,48
3636,155,19.7,76
5299,148.2,32.7,75
70,160,29.5,62
3860,161.4,28.7,74
3844,132,30.2,53
87,171,37.96666667,57
1972,160.5,24.7,60
2887,159.8,18.04,58
5597,150.25,20.5,77
248,179.6,37.6,54
4367,176.4,38.65,72
4209,135.8,35.48,58
1667,128,12.8,NA
5912,110.9,25.2,51
4365,127.3,21.85,67
135,167,20.6,63
1904,129,23,47
1700,103,15.4,59
3712,186.6,34.3,73
3034,129.8,33.5,64
2483,141.6,37.3,61
4422,187.375,37.05,78
165,125.8,29.2,70
4795,146.93,25.6,59
3597,143.6,27.66,55
3718,178.8,23,66
1124,225.2,37.76,68
2975,207.7,35,65
3624,191.6,27.2,48
4156,110,15.8,65
2077,97,10.6,48
6044,121.4,17.76,36
2818,141.4,17.6,67
3732,176.4,28.66,63
5553,93.1,19.4,81
3415,147,30.1,54
4399,170.5,43.15,76
452,104.45,35.6,45
2919,109.4,24.8,61
523,146.6,36.25,62
5173,126,30.3,61
5453,129.875,26.06,36
3105,129.63,34.37,30
5485,168.2,10.5,120
531,166.6,21.3,64
5338,212.9,25.7,75
1347,254.8,27.12,65
3834,174.4,14.56,57
4991,170.07,30,58
5336,104,25.45,58
3714,156.9,32.85,62
670,144.5,20.2,55
3046,144.6,35.64,65
4083,207.6,35.55,76
3119,158.2,37.44,44
5328,170.8,20.45,76
3815,179.2,34.8,65
3607,144.13,31.32,57
2875,101.5,14.5,55
2830,97,22.8,73
60,206.6,38.1,66
4650,113.2,24.5,70
2748,110,14.7,65
2849,93.2,13.8,68
4314,178.3,35.13,55
4804,148.0789,26.27,59
4443,170.5,25.3,66
1547,116.4,20.2,58
4734,145.1,35.9,68
495,217.4,31,69
4698,150,20.55,76
1914,180,22,54
6,149,30.66,63
3952,164.8,22.1,56
4158,116.3,17.6,67
2824,110.6,12.2,61
4364,183.4,35.7,63
3616,150,21.6,60
5250,186.8,33.4,66
3987,169.8,36.5,63
4061,191.67,28.29,71
6053,131.5,24.75,51
3412,156.3,33,54
1004,149.3,31.8,59
3942,163.6,31,64
336,108,28.4,61
998,194.8,32.6,60
2573,183,34.9,69
5279,139.2,30.4,60
2808,101.4,23.2,58
3873,146.6,24.6,64
1970,142.6,23.8,60
524,142,28.4,65
4821,147.1,38.2,62
4755,192.3,26.65,62
201,154.2,38.9,57
2577,135.4,31,59
1584,126.9116,34.96,51
3181,137.8,31.9,46
3071,162.6,36.14,61
4185,133.36,20.32,50
1001,217.2,37,63
2669,92.5,10.9,84
5331,125.8,21.1,58
2826,98.4,18.8,60
3246,145.4,22.4,54
204,156.2,30,54
1844,175.4,36.66,27
4659,165,28,60
1175,178,34.63333333,64
177,126,28.3,53
3188,127.3,36.1,46
5720,126.3333333,24.6,61
2745,103,20.1,69
1739,175.8,29.4,57
3436,129.2,23.7,56
1363,150,28.2,70
3851,219,30.14,62
1894,152,23,43
265,210,37.2,53
1734,90,19.4,51
1337,149.4,34,64
3580,231.8,32.02,65
1163,143,33.88,59
5194,177.67,34.79,76
5555,119.6,23.5,81
5164,167.8,32.2,67
5934,101.4,24.8,49
809,179.2,24.6,73
5242,180,29.5,55
2957,130.7,16.44,46
1731,114,20.6,68
2676,170.6,23,62
5420,148.95,31.94,27
2354,174.6,24,67
3308,216.4,28.2,60
4332,234.33,30.4,69
2916,126.4,23,56
4597,180.9,28.9,62
1921,125,23,45
3124,146.2,34.12,47
4619,111,26.7,73
4762,165.9,23.85,71
209,148.2,31.4,53
2788,100,12.1,73
5952,NA,NA,NA
120,149,29.2,62
1202,112.4,20.9,62
215,162.6,29.6,53
1933,182.4,18.1,60
2518,175,20.54,57
2031,177.04,21.52352941,59
5969,236.875,30.375,92
3593,95.36,13.26,42
1778,97,16,51
3823,159.4,26.6,74
3817,140.2,24.22,56
1534,144.6,28.18,51
3635,121,9.2,61
3922,154,22.9,61
2494,121.7,24.6,NA
1924,168,20.06,64
2948,135,27.7,48
4851,161,31.3,63
3111,139.9,34.68,49
4363,217.6,45.05,69
1280,158,23.2,63
3146,119.6,35.3,47
2353,145,28,49
472,180.06,28.67850609,77
675,145.6,34.2,45
4852,195,29.9,67
4680,161.1,30.7,60
4562,107.9,19.8,64
3534,36,12.3,26
1316,174.6,31.5,60
2735,165.7,32.36,69
3396,93.88,15.68,50
538,231.2,23.1,93
2063,147.54,34.7,55
5323,119.925,23.75,59
5578,146.5,36,86
3452,148.33,35.26,53
3733,179.6,28.88,59
3888,106.666,28.76666667,56
1799,79.6,11.6,NA
1247,165.8,37.3,70
5429,167.5,25.15,43
1505,158.4,34.1,56
3223,144,35.6,49
1672,144,23,57
5122,125,27.68,70
3695,162.6,31.7,61
4875,172.6,32.7,NA
5381,178.4,36.3,57
4188,141.3,12.7,62
3271,164.67,34.33,50
3925,186.8,28.6,59
566,125.2,37.2,43
302,143.8,36.2,51
3026,97.5,32.4,45
787,181.6,18.4,70
300,139.6,24.6,58
5156,106.4,29.8,63
4620,169.6,29.2,64
3918,144,27.4,66
5047,130.47,19.67,63
1429,157.8,40.1,67
4155,140.4,14.4,49
1729,120.8,23.4,60
2065,124.9,24.6,60
167,152,40.35294118,47
6056,170.8,24.55,60
1019,174.2,27.3,70
2060,192.8,18.53333333,66
6032,210.2,22.65,87
2829,91.6,16.8,57
1555,145.8,25.32,55
5263,122.5,16.6,48
4784,145.4,29.3,57
4836,157,28.7,60
1749,115,16.2,59
3266,172.6,30.6,56
5153,128.8,29.04,51
3095,128,39.34,43
1741,183,24.6,67
5357,69.05,11.65,25
4847,168.698,30.54,62
4534,148,23.5,65
5383,155,32.7,62.5
1287,114.33,22.6,60
1076,192.1,27,67
4745,152.58,23.57,50
777,123.4,20.2,59
369,97,27.2,53
2104,175.4,38.8,58
3895,154.5,33.3,63
6003,138.9,35.02,47
3059,182.4,37,61
4191,104.6,30.6,38
5362,176.625,29.25,80
2704,122,26.4,56
2953,123.2,35.6,49
4811,176,28.9,59
2710,136.6,27.3,53
1560,144,31.9,53
4008,120.4,16.2,49
200,156.2,21.5,62
1149,139.5,20,59
805,164.2,20.8,63
839,177.8,14.2,57
3853,132,28.1,61
2952,123.95,36.35,48
1827,142.2,23,43
650,138.6,22,59
840,138,25,53
1590,172.8,31.08,60
4679,198.6,28.95,67
401,98.75,26.5,41
5031,174.64,20.67,74
4456,191.2,38.15,70
3940,129.2,16.92,45
2040,174.14,35.04,52
685,105.3,19.1,45
3092,130.4,33.5,52
3668,135,30.2,61
127,150.4,32.7,66
3248,193,37,60
6021,197,23.66666667,52
4508,159.5,27.7,67
4351,179.3,38.5,73
5227,185.4,34,68
2294,144.53,34.26666667,58
2058,157.2,23,65
5412,180,28,NA
3144,118.1,32.4,46
3794,211,25.78947368,60
2588,162.4,24.2,49
5245,172.4,32.4,52
5401,149,28.1,69
4638,178.552,25.2,64
4911,112.73,25.13,66
4424,158.1,19.9,59
4585,160.2,29,67
260,137.2,29.85,49
2646,134,32.4,72
1111,193.2,27.38,56
5917,115.8,26.7,44
3428,159,36.66,61
348,181.4,29.95,61
4373,145.09,26.3,65
1501,151,30.52,54
2384,150,15.8,61
5339,122.9,25.55,58
5419,114.4,27.56,38
397,95,20,48
1951,180,23,61
1807,103.4,20.5,70
4149,214.7,30.6,87
4240,115.6,12.5,46
4546,251.74,25.17,85
5588,139.9,34.3,34
595,117.2,36.24,43
2934,110.6,18.6,42
826,167.4,20.8,65
3944,152,29,65
3058,166.8,35.6,55
719,141.5,20.3,86
2099,124.2,23.2,61
4142,194.6,30.6,57
4616,169.6,35.6,64
1089,127.8,23.2,53
3814,185.8,29.2,65
1772,86,19.8,49
4524,203.6,29.7,66
4330,243.33,32.87,55
2282,158.2,17.6,58
6052,134.75,23.0625,51
2798,142,25.2,80
572,145,23,41
1689,145,24,55
5075,217.4,30,78
342,123.4,23,48
4246,154,29.6,72
1996,156.8,35,72
198,157.4,33.9,52
4242,119,21.6,68
1876,197.8,28.4,59
1170,141.8,37.25,56
4917,150.01,28.4,77
1575,175.2,31.88,57
5632,107.4,25.4,86
5081,149.2,23.8,63
3009,149.15,21.025,48
5624,82,19.3,70
1757,107,18.8,73
2461,153.8,29.5,62
4167,158,31.6,49
1699,149.2,14.9,60
3731,177,26.84,59
4148,94.5,16.4,56
2682,91.6,13.3,67
714,145.9,22.4,57
3803,156.8,23.66,59
3710,193.8,30.6,67
3804,134.2,25.28,54
1095,172.6,37.64,62
628,124.7,28.2,41
5948,125.8,26.4,49
1458,181,30.5,80
5332,166.4,26.25,89
4697,203.2,30.18,70
2908,92.2,20,39
723,125.6,25.8,64
402,149.5,21,53
4509,193.4,28,69
3005,131.36,24.5,48
5274,152.02,32.87,62.5
1641,136.4,38.4,44
337,108,25.2,41
1122,160.2,36.68888889,62
3706,125.6,25.2,65
5364,113.755,22.2,49
3913,182.4,27.2,61
2246,150.2,29.2,63
405,145.4,16.45,57
1315,170.52,23,74
4111,170.1,27.9,81
2822,90,19,67
1586,168.2,33.58,51
5970,127.1,20.18,33
2595,135.2,28.4,53
4427,130.07,34.77,54
1410,141,25.2,50
2119,165.8,29.86,61
1017,178.27,33.45720259,60
4587,190.5,30.5,64
330,134,31,61
319,143,28.4,58
4814,131.53,25.86,66
4478,119.2,33.6,64
643,155.2,15.9,53
3120,128.2,33.9,42
598,126.4,27.52,60
4809,120.47,21.33,59
3622,120,12.6,39
2325,169.4,31.54,70
5360,120.7,24.9,51
4079,155.6,17.4,49
4316,153.2,33.72,56
1651,159,27.4,85
3150,115.8,44.62,51
632,142.3,26.8,52
28,165.07,31.47,50
1949,158,20.5,51
1663,90.7,23.5,47
5657,90.2,17.4,57
1947,160,20,52
4812,133.93,24.94,66
4438,115.1,24.4,63
5011,126.13,21.13,59
3933,148.6,31.72,45
2049,139.3,26.7,62
1545,126.2,32.02,51
4912,127.07,27.8,53
6004,154.3,36.55,51
1848,141.6,28.61,47
1099,189,31.7,61
5079,216.4,27,78
5350,108.1,21.45,46
5962,162.25,23.57,50
1130,193.2,32.8,54
3290,197.6,28.8,56
4172,124.3,16.3,67
114,166.4,26.6,63
2372,159.6,34.26,65
1062,197.2,29.24,59
3783,164,22.1,60
4415,133.2,40.4,64
4820,171.5,33.5,60
419,180.4,33.4,60
2149,134,30.5,55
1137,156.3,27.6,61
4,136,32.2,62
3729,159.7,29.5,56
3669,135,22.3,55
4840,204.6,31.2,67.6
453,100.9,36.5,53
5980,199,27.41666667,63
5506,141,21.5,76
1794,121.2,20.9,46
364,70.6,26.4,43
3986,171.3,35.8,58
2367,151,33.94,71
4301,167.67,33.13,76
2766,145,19.2,77
1439,179.4,40,64
5921,133.1,23.4,65
447,158.25,36.6,51
639,169,18.4,39
179,158.2,40,54
3581,145.3,29.7,61
1818,152.8,23.6,44
4249,147.3,33,90
5368,134.3,30.75,74
3273,86.9,33.52666667,54
4171,164,25.8,57
4523,158,29.5,64
1482,107.8,20.14,41
3013,167.22,28.14,54
3194,157.6,37,43
128,171.6,24.8,73
1292,103.73,23,56
5639,99.6,18.6,43
1070,211.4,33.8,72
4672,158.2,29.4,57
1375,153,22.8,68
1648,147.9,27.6,54
5068,169.8,18.8,76
4728,166.6,31,67
3613,157.2,36.8,61
3400,166,18.6,59
2551,126.4,22,73
1997,148.8,32.8,71
2048,188.86,35.88,64
3115,128,40.7,47
5949,137,19,49
4355,158.7,37,71
2576,194.6,34.2,63
2632,106,18,62
4599,178.35,46.25,85
2004,164.2,24,62
3251,199.2,32.6,65
3247,167.2,33.4,60
3905,128.92,22.96,55
2692,158.52,24.2,63
5587,125.1,39.05,28
2123,91.2,29,47
4826,150.5,36.1,63
1056,173.4,28,60
1983,170,26.8,64
5650,86.6,10.4,51
374,184.4,29,71
3427,167.8,31.72,64
1055,160.5,23.7,58
5215,188.9,34.4,70
4582,156.3,24.5,67
3752,157.4,25.6,69
3008,115.38,26.88,55
5277,151.8,37.7,60
537,163.2,20.7,53
3279,192.2,20.4,56
3631,136,19.2,63
2338,188,39.4,61
3881,101.6,20.8,49
2278,151.6,34.06666667,65
2553,123.65,31,72
1338,141,30.4,60
3366,157.7,28.2,57
3461,157.738,35.8,44
5641,123.6,26.2,55
3118,163.6,38.56,50
1480,176.4,27.98,48
4765,154.35,22.53,53
4538,203.01,32.73,79
5154,158,34.6,68
3207,148.8,36.2,46
3086,131.4,39.5,65
152,151.2,31.4,58
701,106.8,20,46
4922,161.53,31.87,63
1276,144,25.1,57
1399,178,34.1,59
1801,137.8,28.4,43
4388,179.8,26.2,59
492,279.4,43,70
4741,200.04,30.95,90
376,148.666,36.8,53
1673,117,21.8,61
1850,99.5,32.11,30
1376,152,18.4,88
5099,145.5,33.3,77
5136,125.2,31.6,51
5919,113.6,24.9,58
4173,172.7,23.4,70
4835,140,35.7,63
5928,123,26.9,59
3537,214.5,40.3,59
2756,109,20.6,61
519,151.6,21.7,63
2932,102.2,26.8,74
5427,109.85,35.86,36
4856,140.5,27.5,67
54,123.2,30.1,60
2313,157.1,35.6,57
4085,196.2,34.8,62
5252,165.2,31,65
5333,162.4,18.4,59
2093,180.88,34.62,53
5253,153.8,31.4,65
4658,164.8,32.8,58
4102,165.1,22.9,74
4277,142,28.6,56
2454,214.6,38.3,79
1979,136.8,11.9,50
1781,84,18.4,51
2398,141.2,21,65
563,126.8,25.6,45
5308,197.3,26.6,94
2782,104.8,15.5,40
2625,88.6,36.8,48
5670,158.0666667,22.26666667,62
4855,155,26.9,67
4128,97.6,25.7,54
2147,177,31.2,68
3688,210.2,41.2,63
2898,135.4,30.76,47
4140,168.3,27.3,75
2679,117.5,10.8,92
4819,150.4,33.6,60
1407,139.6,25.8,74
2320,168.99,29.01578947,62
3699,179.4,39.1,61
101,207.8,26.8,62
735,107,15.3,78
5759,216.3333333,22.66666667,60
5642,105.4,23.7,61
2235,151.8,29.8,55
5696,126.4,18.8,57
3957,137.2,20.6,66
138,149.5,21,60
125,190.2,36.6,67
3402,158.6,27,45
4766,145.2,27.47,74
3726,141.4,29.82,63
5087,203.4,28.4,78
469,179.4,33.25333333,71
4001,133.6,17.6,75
5114,160.5,33.3,80
4711,142.2,29.1,73
2668,140,16,86
2839,95.4,26.4,61
76,123.3,31.8,65
34,131.4,38,59
1157,157.27,34.02,70
2831,100.4,17.6,62
693,102.1,22.9,43
5255,184.05,19.2,94
309,122.2,33.4,55
612,195.4,32.3,55
1454,175.8,30.2,75
3956,140,18.3,42
3675,162.7,28,57
289,119,30.25,47
5116,155.2,28.2,65
3615,148,19.4,63
3832,124,25.5,60
1077,203.6,30.1,62
5637,65,31,113
2092,199.68,29.9,58
4626,171.6,28.6,59
4104,123.5,29.7,48
708,161.4,25.2,72
736,127.4,28.5,53
398,107.7,22,51
64,212.6,30.3,63
3964,151,23.6,64
3530,25.5,13.3,45
1499,148.4,35.6,48
3195,211,29.7,48
4802,177.16,28.2,56
1284,173.6,21.58,50
2066,131.5,23.1,67
4479,172.5,24.85,73
331,148.2,22.8,42
2706,163,21.1,51
2013,141.2,22.24,48
4514,140.71,23.9,56
4380,180.9,23.3,58
3011,147.8,22.3,56
3267,214.4,28,53
1636,137.2,28.5,48
2754,100,14.9,29
3679,199.4,37.6,57
1784,90,14.8,47
3889,107.1,24.2,46
5373,160,30,NA
3864,199,38,69
5103,125.8,31.4,45
3419,175.4,27.9,68
5239,169.33,22.47,72
4625,166.8,29.4,68
4709,187.4,24.9,73
3379,146.8,28.8,46
1158,157.73,38.2,57
4763,154.93,27.4,70
3211,137.2,31.8,44
2922,100.2,30.4,45
2702,155,31.6,60
768,135.8,34.4,46
2586,103.4,30.4,45
5435,118.6,39.6,41
3997,140,27.9,59
5129,167,29.8,59
5981,157.1,20.05,41
2334,211.4,31.76,56
3334,129.8,29.4,52
2628,103.2,22.3,58
1110,194.4,36.88,66
5965,161,19.83333333,46
3899,126.632,19.2,60
1984,158.6,19.3,61
2940,110.65,26.5,48
4166,224.3,29.2,65
2853,109,19.3,64
5327,151.15,26.5,81
783,119.7,16.9,57
5223,170,28.3,65
313,152.6,34.2,54
4623,155.2,29,67
1893,154,21,52
4541,179.2,29.8,57
2151,131,26.2,55
5088,221.4,26,75
1232,121.2,21.3,100
1302,139.4,29.8,69
1909,180,21,56
5074,153.4,24.5,59
3318,125.86,36.42,55
727,132.7,19.7,66
6012,152.6,31.23,46
2557,125.995,21.5,72
1687,138,28.4,69
4610,198.3,27,65
1875,191,27,56
2866,189.4,28.6,54
3874,102.89,31.47333333,38
1221,151.8,24.6,71
1607,103,37.6,45
4271,112,23.2,60
4747,188.93,30,80
1549,169.6,28.98,58
5295,176.2,29.3,68
4195,123.1,21.83,58
3445,180,35.88,61
2725,139.82,30.8,77
607,133,19.7,52
3620,159.53,33.12,58
1471,137.4,37.8,57
2096,177.72,26.4,64
725,161.7,26.7,63
4007,101,17.8,48
1357,180,23.2,78
5611,130.4,22.6,61
1502,121.4,12.6,31
2592,129.6,25.5,50
642,170.1,27.2,61
1752,83,17.8,51
3363,135,31.9,47
280,200,39.8,54
3674,178.4,26.7,58
393,102.6,29.8,54
2126,159.56,26.82,53
4724,148.7,30,50
5936,167.6,19.9,59
5202,168,25.57,61
5376,165.6,35,63
5574,160.5,35.4,79
5200,161,29.2,52
1240,143,25,90
1346,201.4,24.6,77
4273,146.3,17.7,60
1954,172,19,57
4236,138.8,22.2,91
1637,128,25.78,49
4636,180.6,33.1,61
168,149.6,28.2,61
2871,97.6,16.8,70
706,105,15.6,42
1694,144,12.5483871,71
1506,150.6,31,64
2252,197,28.3,64
2400,154,25.2,61
2681,156.2,32.36,85
3382,122.2,29,38
3364,146.2,23.2,52
2472,NA,NA,NA
1189,107.2,17.6,71
